menu_item,menu_item_price,menu_item_calories,input_address,restaurant_address
Onion Rings,$2.99,360 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
12 Pc. Chicken Fries,$4.99,340 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
8 Pc. Chicken Fries,$3.99,220 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
12 Pc. Mozzarella Fries,$4.99,730 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
8 Pc. Mozzarella Fries,$3.79,480 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
4 Pc. Mozzarella Fries,$1.99,240 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
8 Pc. Fiery Buffalo Nuggets,$2.99,510 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
4 Pc. Chicken Fries,$1.99,110 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
16 Pc. Chicken Nuggets,$3.99,770 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
8 Pc. Chicken Nuggets,$2.49,390 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
4 Pc. Chicken Nuggets,$1.59,190 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
MOTTS Applesauce,$1.59,50 cal,"2700 University Blvd, Birmingham, AL, 35233, US",2700 University Blvd
Classic Melt,$4.99,600 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Bacon Melt,$5.49,650 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Philly Melt,$5.49,590 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Whopper,$8.09,670 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Impossible™ Whopper,$8.59,630 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Texas Double Whopper,$10.49,"1,090 cal","1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Double Whopper,$9.09,920 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Triple Whopper,$10.09,"1,170 cal","1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Bacon King,$10.99,"1,200 cal","1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
BBQ Bacon Whopper Jr.,$6.39,390 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Whopper Jr.,$4.79,330 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Bacon Double Cheeseburger,$5.19,440 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Bacon Cheeseburger,$3.59,340 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Double Cheeseburger,$3.79,400 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Cheeseburger,$3.29,290 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Rodeo Burger,$3.29,340 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Hamburger,$3.49,250 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Have-sies™,$4.39,380 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
French Fries,$4.09,370 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Onion Rings,$4.09,360 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
12 Pc. Chicken Fries,$5.79,340 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
8 Pc. Chicken Fries,$4.99,220 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
12 Pc. Mozzarella Fries,$5.79,730 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
8 Pc. Mozzarella Fries,$4.99,480 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
4 Pc. Mozzarella Fries,$4.09,240 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
8 Pc. Fiery Buffalo Nuggets,$2.99,510 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
4 Pc. Chicken Fries,$4.09,110 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
16 Pc. Chicken Nuggets,$5.99,770 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
8 Pc. Chicken Nuggets,$2.99,390 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
4 Pc. Chicken Nuggets,$1.99,190 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
MOTTS Applesauce,$1.49,50 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Crispy Tacos,$1.49,170 cal,"1330 Poplar Avenue, Memphis, TN, 38104, US",5701 Christie Avenue
Classic Melt,$4.99,600 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Bacon Melt,$5.49,650 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Philly Melt,$5.49,590 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Whopper,$5.39,670 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Impossible™ Whopper,$6.39,630 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Texas Double Whopper,$7.39,"1,090 cal","3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Double Whopper,$6.89,920 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Triple Whopper,$8.59,"1,170 cal","3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Bacon King,$7.59,"1,200 cal","3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
BBQ Bacon Whopper Jr.,$4.19,390 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Whopper Jr.,$3.19,330 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Bacon Double Cheeseburger,$3.99,440 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Bacon Cheeseburger,$2.99,340 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Double Cheeseburger,$2.99,400 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Cheeseburger,$2.29,290 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Rodeo Burger,$2.29,340 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Hamburger,$1.99,250 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Have-sies™,$2.79,380 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
French Fries,$2.79,370 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Onion Rings,$2.79,360 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
12 Pc. Chicken Fries,$4.99,340 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
8 Pc. Chicken Fries,$3.99,220 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
12 Pc. Mozzarella Fries,$4.99,730 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
8 Pc. Mozzarella Fries,$3.79,480 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
4 Pc. Mozzarella Fries,$1.99,240 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
8 Pc. Fiery Buffalo Nuggets,$2.99,510 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
4 Pc. Chicken Fries,$1.99,110 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
16 Pc. Chicken Nuggets,$3.99,770 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
8 Pc. Chicken Nuggets,$2.49,390 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
4 Pc. Chicken Nuggets,$1.79,190 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
MOTTS Applesauce,$1.69,50 cal,"3875 Airport Boulevard, Mobile, AL, 36609, US",3875 Airport Blvd.
Classic Melt,$4.99,600 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Bacon Melt,$5.49,650 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Philly Melt,$5.49,590 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Whopper,$5.49,670 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Impossible™ Whopper,$6.49,630 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Texas Double Whopper,$7.49,"1,090 cal","2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Double Whopper,$6.99,920 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Triple Whopper,$8.79,"1,170 cal","2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Bacon King,$7.69,"1,200 cal","2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
BBQ Bacon Whopper Jr.,$4.19,390 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Whopper Jr.,$3.19,330 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Bacon Double Cheeseburger,$3.99,440 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Bacon Cheeseburger,$2.99,340 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Double Cheeseburger,$2.99,400 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Cheeseburger,$2.29,290 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Rodeo Burger,$2.29,340 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Hamburger,$1.99,250 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Have-sies™,$2.79,380 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
French Fries,$2.79,370 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Onion Rings,$2.79,360 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
12 Pc. Chicken Fries,$4.99,340 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
8 Pc. Chicken Fries,$3.99,220 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
12 Pc. Mozzarella Fries,$4.99,730 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
8 Pc. Mozzarella Fries,$3.79,480 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
4 Pc. Mozzarella Fries,$1.99,240 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
4 Pc. Chicken Fries,$1.99,110 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
16 Pc. Chicken Nuggets,$3.99,770 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
8 Pc. Chicken Nuggets,$2.49,390 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
4 Pc. Chicken Nuggets,$1.79,190 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
MOTTS Applesauce,$1.69,50 cal,"2773 Evans Mill Rd, Lithonia, GA, 30058, US",2773 Evans Mill Rd
Classic Melt,$4.99,600 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Bacon Melt,$5.69,650 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Philly Melt,$5.69,590 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Whopper,$5.89,670 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Impossible™ Whopper,$6.89,630 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Texas Double Whopper,$7.59,"1,090 cal","1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Double Whopper,$7.19,920 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Triple Whopper,$8.19,"1,170 cal","1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Bacon King,$7.59,"1,200 cal","1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
BBQ Bacon Whopper Jr.,$3.49,390 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Whopper Jr.,$3.09,330 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Bacon Double Cheeseburger,$3.39,440 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Bacon Cheeseburger,$2.69,340 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Double Cheeseburger,$2.79,400 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Cheeseburger,$2.29,290 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Rodeo Burger,$2.29,340 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Hamburger,$1.89,250 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Have-sies™,$2.99,380 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
French Fries,$2.89,370 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Onion Rings,$2.89,360 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
12 Pc. Chicken Fries,$4.99,340 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
8 Pc. Chicken Fries,$3.99,220 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
12 Pc. Mozzarella Fries,$5.49,730 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
8 Pc. Mozzarella Fries,$3.99,480 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
4 Pc. Mozzarella Fries,$1.99,240 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
8 Pc. Fiery Buffalo Nuggets,$2.99,510 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
4 Pc. Chicken Fries,$1.99,110 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
16 Pc. Chicken Nuggets,$3.99,770 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
8 Pc. Chicken Nuggets,$2.49,390 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
4 Pc. Chicken Nuggets,$1.59,190 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
MOTTS Applesauce,$1.49,50 cal,"1004 North Memorial Parkway, Huntsville, AL, 35801, US",1004 North Memorial Parkway
Classic Melt,$4.99,600 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Bacon Melt,$5.49,650 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Philly Melt,$5.49,590 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Whopper,$5.89,670 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Impossible™ Whopper,$6.89,630 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Texas Double Whopper,$7.79,"1,090 cal","2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Double Whopper,$6.99,920 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Triple Whopper,$8.19,"1,170 cal","2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Bacon King,$7.69,"1,200 cal","2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
BBQ Bacon Whopper Jr.,$3.49,390 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Whopper Jr.,$2.99,330 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Bacon Double Cheeseburger,$3.39,440 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Bacon Cheeseburger,$2.69,340 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Double Cheeseburger,$2.89,400 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Cheeseburger,$2.29,290 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Rodeo Burger,$2.29,340 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Hamburger,$1.89,250 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Have-sies™,$2.99,380 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
French Fries,$2.89,370 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Onion Rings,$2.89,360 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
12 Pc. Chicken Fries,$4.99,340 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
8 Pc. Chicken Fries,$3.99,220 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
12 Pc. Mozzarella Fries,$4.99,730 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
8 Pc. Mozzarella Fries,$3.79,480 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
4 Pc. Mozzarella Fries,$1.99,240 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
8 Pc. Fiery Buffalo Nuggets,$2.99,510 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
4 Pc. Chicken Fries,$1.99,110 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
16 Pc. Chicken Nuggets,$3.99,770 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
8 Pc. Chicken Nuggets,$2.49,390 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
4 Pc. Chicken Nuggets,$1.59,190 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
MOTTS Applesauce,$1.59,50 cal,"2230 Salem Road, Conyers, GA, 30013, US",2230 Salem Road
Classic Melt,$4.99,600 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Bacon Melt,$5.49,650 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Philly Melt,$5.49,590 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Whopper,$5.19,670 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Impossible™ Whopper,$6.09,630 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Double Whopper,$6.99,920 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Triple Whopper,$8.99,"1,170 cal","730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Bacon King,$7.99,"1,200 cal","730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
BBQ Bacon Whopper Jr.,$3.39,390 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Whopper Jr.,$2.79,330 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Bacon Double Cheeseburger,$3.69,440 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Bacon Cheeseburger,$2.79,340 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Double Cheeseburger,$3.19,400 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Cheeseburger,$1.99,290 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Rodeo Burger,$1.99,340 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Hamburger,$1.69,250 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Have-sies™,$2.99,380 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
French Fries,$2.99,370 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Onion Rings,$2.99,360 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
12 Pc. Chicken Fries,$4.99,340 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
8 Pc. Chicken Fries,$3.79,220 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
12 Pc. Mozzarella Fries,$4.99,730 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
8 Pc. Mozzarella Fries,$3.79,480 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
4 Pc. Mozzarella Fries,$1.99,240 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
8 Pc. Fiery Buffalo Nuggets,$2.99,510 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
4 Pc. Chicken Fries,$1.99,110 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
16 Pc. Chicken Nuggets,$4.99,770 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
8 Pc. Chicken Nuggets,$2.49,390 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
4 Pc. Chicken Nuggets,$1.79,190 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
MOTTS Applesauce,$1.49,50 cal,"730 Lane Allen Rd, Lexington, KY, 40504, US",730 Lane Allen Rd
Classic Melt,$4.99,600 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Bacon Melt,$5.49,650 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Philly Melt,$5.49,590 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Whopper,$5.49,670 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Impossible™ Whopper,$6.39,630 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Texas Double Whopper,$7.79,"1,090 cal","3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Double Whopper,$6.49,920 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Triple Whopper,$7.49,"1,170 cal","3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Bacon King,$7.39,"1,200 cal","3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
BBQ Bacon Whopper Jr.,$4.19,390 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Whopper Jr.,$2.69,330 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Bacon Double Cheeseburger,$3.59,440 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Bacon Cheeseburger,$2.49,340 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Double Cheeseburger,$2.89,400 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Cheeseburger,$1.99,290 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Rodeo Burger,$1.89,340 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Hamburger,$1.79,250 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Have-sies™,$2.59,380 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
French Fries,$2.59,370 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
Onion Rings,$2.59,360 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
12 Pc. Chicken Fries,$4.99,340 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
8 Pc. Chicken Fries,$3.99,220 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
12 Pc. Mozzarella Fries,$4.99,730 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
8 Pc. Mozzarella Fries,$3.99,480 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
4 Pc. Mozzarella Fries,$1.99,240 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
8 Pc. Fiery Buffalo Nuggets,$2.99,510 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
4 Pc. Chicken Fries,$1.99,110 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
8 Pc. Chicken Nuggets,$2.49,390 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
4 Pc. Chicken Nuggets,$1.39,190 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
MOTTS Applesauce,$1.59,50 cal,"3941 Crosstown Expressway, Corpus Christi, TX, 78416, US",3941 Crosstown Expressway
