,menu_item,price,calories,address
1189,Jr. Cheeseburger,2.29,290,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1190,Double Stack™,3.39,410,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1191,Jr. Hamburger,1.89,250,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1192,French Fries,1.49-3.39,210-470,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1193,Queso Fries,3.49,390,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1194,Baconator Fries,4.19,460,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1195,Chili Cheese Fries,4.19,520,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1196,Cheese Fries,3.49,470,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1197,Chili,2.99/3.49,240/340,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1198,Sour Cream and Chive Baked Potato,2.59,310,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1199,Plain Baked Potato,2.29,270,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1200,Bacon Cheese Baked Potato,3.99,440,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1201,Chili & Cheese Baked Potato,3.99,500,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1202,Cheese Baked Potato,3.39,450,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1203,Apple Bites,1.39,35,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1204,6 PC. Crispy Chicken Nuggets,3.79,270,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1205,4 PC. Crispy Chicken Nuggets,2.99,180,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1206,6 PC. Spicy Chicken Nuggets,3.79,280,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1207,4 PC. Spicy Chicken Nuggets,2.99,190,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1208,Pretzel Baconator®,8.99,"1,050","555 S. BROADWAY, WICHITA, KS, 67202, US"
1209,Dave's Single®,5.69,590,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1210,Dave's Double®,6.99,860,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1211,Dave's Triple®,8.29,"1,160","555 S. BROADWAY, WICHITA, KS, 67202, US"
1212,Baconator®,8.19,960,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1213,Son of Baconator®,6.29,630,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1214,Big Bacon Classic®,6.99,650,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1215,Big Bacon Classic® Double,7.79,920,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1216,Big Bacon Classic Triple,8.79,"1,220","555 S. BROADWAY, WICHITA, KS, 67202, US"
1217,Bacon Double Stack,3.99,440,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1218,Jr. Bacon Cheeseburger,2.89,370,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1219,Jr. Cheeseburger Deluxe,2.49,350,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1220,Jr. Cheeseburger,2.29,290,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1221,Double Stack™,3.19,410,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1222,Jr. Hamburger,1.99,250,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1223,French Fries,1.99-3.29,210-470,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1224,Baconator Fries,3.79,460,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1225,Chili Cheese Fries,3.79,520,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1226,Cheese Fries,3.49,470,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1227,Chili,2.79/3.59,240/340,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1228,Sour Cream and Chive Baked Potato,2.89,310,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1229,Plain Baked Potato,2.69,270,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1230,Bacon Cheese Baked Potato,3.99,440,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1231,Chili & Cheese Baked Potato,3.99,500,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1232,Cheese Baked Potato,3.49,450,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1233,Apple Bites,1.19,35,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1234,6 PC. Crispy Chicken Nuggets,3.19,270,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1235,4 PC. Crispy Chicken Nuggets,2.59,180,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1236,6 PC. Spicy Chicken Nuggets,3.19,280,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1237,4 PC. Spicy Chicken Nuggets,2.59,190,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1238,Pretzel Baconator®,8.99,"1,050","1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1239,Dave's Single®,5.69,590,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1240,Dave's Double®,6.99,860,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1241,Dave's Triple®,8.29,"1,160","1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1242,Baconator®,8.19,960,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1243,Son of Baconator®,6.29,630,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1244,Big Bacon Classic®,6.99,650,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1245,Big Bacon Classic® Double,7.79,920,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1246,Big Bacon Classic Triple,8.79,"1,220","1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1247,Bacon Double Stack,3.99,440,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1248,Jr. Bacon Cheeseburger,2.89,370,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1249,Jr. Cheeseburger Deluxe,2.49,350,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1250,Jr. Cheeseburger,2.29,290,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1251,Double Stack™,3.19,410,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1252,Jr. Hamburger,1.99,250,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1253,French Fries,1.99-3.29,210-470,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1254,Baconator Fries,3.79,460,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1255,Chili Cheese Fries,3.79,520,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1256,Cheese Fries,3.49,470,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1257,Family Chili,9.99,"1,100","1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1258,Chili,2.79/3.59,240/340,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1259,Sour Cream and Chive Baked Potato,2.89,310,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1260,Plain Baked Potato,2.69,270,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1261,Bacon Cheese Baked Potato,3.99,440,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1262,Chili & Cheese Baked Potato,3.99,500,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1263,Cheese Baked Potato,3.49,450,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1264,Apple Bites,1.19,35,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1265,6 PC. Crispy Chicken Nuggets,3.19,270,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1266,4 PC. Crispy Chicken Nuggets,2.59,180,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1267,6 PC. Spicy Chicken Nuggets,3.19,280,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1268,4 PC. Spicy Chicken Nuggets,2.59,190,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
1269,Pretzel Baconator®,8.39,"1,050","9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1270,Loaded Nacho Single Cheeseburger,6.19,710,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1271,Loaded Nacho Double Cheeseburger,7.39,980,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1272,Loaded Nacho Triple Cheeseburger,8.69,"1,280","9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1273,Dave's Single®,5.19,590,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1274,Dave's Double®,6.39,860,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1275,Dave's Triple®,7.69,"1,160","9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1276,Baconator®,7.39,960,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1277,Son of Baconator®,5.99,630,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1278,Big Bacon Classic®,6.19,650,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1279,Big Bacon Classic® Double,7.39,910,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1280,Big Bacon Classic Triple,8.69,"1,220","9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1281,Bacon Double Stack,3.79,440,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1282,Jr. Bacon Cheeseburger,3.09,370,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1283,Jr. Cheeseburger Deluxe,2.29,340,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1284,Jr. Cheeseburger,2.19,290,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1285,Double Stack™,3.19,410,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1286,Jr. Hamburger,1.89,250,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1287,French Fries,1.79-3.49,210-470,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1288,Queso Fries,3.89,390,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1289,Baconator Fries,3.89,460,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1290,Chili Cheese Fries,3.89,520,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1291,Cheese Fries,3.59,470,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1292,Chili,3.09/3.99,240/340,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1293,Sour Cream and Chive Baked Potato,2.79,310,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1294,Plain Baked Potato,2.59,270,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1295,Bacon Cheese Baked Potato,4.29,440,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1296,Chili & Cheese Baked Potato,4.29,500,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1297,Cheese Baked Potato,3.99,450,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1298,Apple Bites,1.49,35,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1299,6 PC. Crispy Chicken Nuggets,2.99,270,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1300,4 PC. Crispy Chicken Nuggets,2.09,180,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1301,6 PC. Spicy Chicken Nuggets,2.99,280,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1302,4 PC. Spicy Chicken Nuggets,2.09,190,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
1303,Pretzel Baconator®,7.99,"1,050","2374 College Drive, Baton Rouge, LA, 70808, US"
1304,Loaded Nacho Single Cheeseburger,6.69,710,"2374 College Drive, Baton Rouge, LA, 70808, US"
1305,Loaded Nacho Double Cheeseburger,7.69,980,"2374 College Drive, Baton Rouge, LA, 70808, US"
1306,Loaded Nacho Triple Cheeseburger,8.69,"1,280","2374 College Drive, Baton Rouge, LA, 70808, US"
1307,Dave's Single®,5.69,590,"2374 College Drive, Baton Rouge, LA, 70808, US"
1308,Dave's Double®,6.69,860,"2374 College Drive, Baton Rouge, LA, 70808, US"
1309,Dave's Triple®,7.69,"1,160","2374 College Drive, Baton Rouge, LA, 70808, US"
1310,Baconator®,7.69,960,"2374 College Drive, Baton Rouge, LA, 70808, US"
1311,Son of Baconator®,5.99,630,"2374 College Drive, Baton Rouge, LA, 70808, US"
1312,Big Bacon Classic®,6.69,650,"2374 College Drive, Baton Rouge, LA, 70808, US"
1313,Big Bacon Classic® Double,7.69,910,"2374 College Drive, Baton Rouge, LA, 70808, US"
1314,Big Bacon Classic Triple,8.69,"1,220","2374 College Drive, Baton Rouge, LA, 70808, US"
1315,Bacon Double Stack,3.99,440,"2374 College Drive, Baton Rouge, LA, 70808, US"
1316,Jr. Bacon Cheeseburger,3.29,370,"2374 College Drive, Baton Rouge, LA, 70808, US"
1317,Jr. Cheeseburger Deluxe,2.99,340,"2374 College Drive, Baton Rouge, LA, 70808, US"
1318,Jr. Cheeseburger,2.49,290,"2374 College Drive, Baton Rouge, LA, 70808, US"
1319,Double Stack™,3.59,410,"2374 College Drive, Baton Rouge, LA, 70808, US"
1320,Jr. Hamburger,2.19,250,"2374 College Drive, Baton Rouge, LA, 70808, US"
1321,French Fries,1.59-3.49,210-470,"2374 College Drive, Baton Rouge, LA, 70808, US"
1322,Queso Fries,3.49,390,"2374 College Drive, Baton Rouge, LA, 70808, US"
1323,Baconator Fries,3.79,460,"2374 College Drive, Baton Rouge, LA, 70808, US"
1324,Chili Cheese Fries,3.79,520,"2374 College Drive, Baton Rouge, LA, 70808, US"
1325,Cheese Fries,3.59,470,"2374 College Drive, Baton Rouge, LA, 70808, US"
1326,Family Chili,9.99,"1,100","2374 College Drive, Baton Rouge, LA, 70808, US"
1327,Chili,2.99/3.99,240/340,"2374 College Drive, Baton Rouge, LA, 70808, US"
1328,Sour Cream and Chive Baked Potato,2.99,310,"2374 College Drive, Baton Rouge, LA, 70808, US"
1329,Plain Baked Potato,2.79,270,"2374 College Drive, Baton Rouge, LA, 70808, US"
1330,Bacon Cheese Baked Potato,4.19,440,"2374 College Drive, Baton Rouge, LA, 70808, US"
1331,Chili & Cheese Baked Potato,4.19,500,"2374 College Drive, Baton Rouge, LA, 70808, US"
1332,Cheese Baked Potato,3.99,450,"2374 College Drive, Baton Rouge, LA, 70808, US"
1333,Apple Bites,1.59,35,"2374 College Drive, Baton Rouge, LA, 70808, US"
1334,6 PC. Crispy Chicken Nuggets,2.99,270,"2374 College Drive, Baton Rouge, LA, 70808, US"
1335,4 PC. Crispy Chicken Nuggets,2.29,180,"2374 College Drive, Baton Rouge, LA, 70808, US"
1336,6 PC. Spicy Chicken Nuggets,2.99,280,"2374 College Drive, Baton Rouge, LA, 70808, US"
1337,4 PC. Spicy Chicken Nuggets,2.29,190,"2374 College Drive, Baton Rouge, LA, 70808, US"
1338,Pretzel Baconator®,7.99,"1,050","101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1339,Loaded Nacho Single Cheeseburger,6.69,710,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1340,Loaded Nacho Double Cheeseburger,7.69,980,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1341,Loaded Nacho Triple Cheeseburger,8.69,"1,280","101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1342,Dave's Single®,5.69,590,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1343,Dave's Double®,6.69,860,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1344,Dave's Triple®,7.69,"1,160","101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1345,Baconator®,7.69,960,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1346,Son of Baconator®,5.99,630,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1347,Big Bacon Classic®,6.69,650,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1348,Big Bacon Classic® Double,7.69,910,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1349,Big Bacon Classic Triple,8.69,"1,220","101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1350,Bacon Double Stack,3.99,440,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1351,Jr. Bacon Cheeseburger,3.29,370,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1352,Jr. Cheeseburger Deluxe,2.99,340,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1353,Jr. Cheeseburger,2.49,290,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1354,Double Stack™,3.59,410,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1355,Jr. Hamburger,2.19,250,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1356,French Fries,1.59-3.49,210-470,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1357,Queso Fries,3.49,390,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1358,Baconator Fries,3.79,460,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1359,Chili Cheese Fries,3.79,520,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1360,Cheese Fries,3.59,470,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1361,Family Chili,9.99,"1,100","101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1362,Chili,2.99/3.99,240/340,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1363,Sour Cream and Chive Baked Potato,2.99,310,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1364,Plain Baked Potato,2.79,270,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1365,Bacon Cheese Baked Potato,4.19,440,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1366,Chili & Cheese Baked Potato,4.19,500,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1367,Cheese Baked Potato,3.99,450,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1368,Apple Bites,1.59,35,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1369,6 PC. Crispy Chicken Nuggets,2.99,270,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1370,4 PC. Crispy Chicken Nuggets,2.29,180,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1371,6 PC. Spicy Chicken Nuggets,2.99,280,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1372,4 PC. Spicy Chicken Nuggets,2.29,190,"101 Gateway Center Lane, Baton Rouge, LA, 70802, US"
1373,Pretzel Baconator®,7.99,"1,050","214 Lobdell Highway South, Port Allen, LA, 70767, US"
1374,Loaded Nacho Single Cheeseburger,6.69,710,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1375,Loaded Nacho Double Cheeseburger,7.69,980,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1376,Loaded Nacho Triple Cheeseburger,8.69,"1,280","214 Lobdell Highway South, Port Allen, LA, 70767, US"
1377,Dave's Single®,5.69,590,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1378,Dave's Double®,6.69,860,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1379,Dave's Triple®,7.69,"1,160","214 Lobdell Highway South, Port Allen, LA, 70767, US"
1380,Baconator®,7.69,960,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1381,Son of Baconator®,5.99,630,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1382,Big Bacon Classic®,6.69,650,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1383,Big Bacon Classic® Double,7.69,910,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1384,Big Bacon Classic Triple,8.69,"1,220","214 Lobdell Highway South, Port Allen, LA, 70767, US"
1385,Bacon Double Stack,3.99,440,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1386,Jr. Bacon Cheeseburger,3.29,370,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1387,Jr. Cheeseburger Deluxe,2.99,340,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1388,Jr. Cheeseburger,2.49,290,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1389,Double Stack™,3.59,410,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1390,Jr. Hamburger,2.19,250,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1391,French Fries,1.59-3.49,210-470,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1392,Queso Fries,3.49,390,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1393,Baconator Fries,3.79,460,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1394,Chili Cheese Fries,3.79,520,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1395,Cheese Fries,3.59,470,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1396,Chili,2.99/3.99,240/340,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1397,Sour Cream and Chive Baked Potato,2.99,310,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1398,Plain Baked Potato,2.79,270,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1399,Bacon Cheese Baked Potato,4.19,440,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1400,Chili & Cheese Baked Potato,4.19,500,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1401,Cheese Baked Potato,3.99,450,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1402,Apple Bites,1.59,35,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1403,6 PC. Crispy Chicken Nuggets,2.99,270,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1404,4 PC. Crispy Chicken Nuggets,2.29,180,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1405,6 PC. Spicy Chicken Nuggets,2.99,280,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1406,4 PC. Spicy Chicken Nuggets,2.29,190,"214 Lobdell Highway South, Port Allen, LA, 70767, US"
1407,Pretzel Baconator®,7.99,"1,050","636 West Lee Drive, Baton Rouge, LA, 70820, US"
1408,Loaded Nacho Single Cheeseburger,6.69,710,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1409,Loaded Nacho Double Cheeseburger,7.69,980,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1410,Loaded Nacho Triple Cheeseburger,8.69,"1,280","636 West Lee Drive, Baton Rouge, LA, 70820, US"
1411,Dave's Single®,5.69,590,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1412,Dave's Double®,6.69,860,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1413,Dave's Triple®,7.69,"1,160","636 West Lee Drive, Baton Rouge, LA, 70820, US"
1414,Baconator®,7.69,960,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1415,Son of Baconator®,5.99,630,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1416,Big Bacon Classic®,6.69,650,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1417,Big Bacon Classic® Double,7.69,910,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1418,Big Bacon Classic Triple,8.69,"1,220","636 West Lee Drive, Baton Rouge, LA, 70820, US"
1419,Bacon Double Stack,3.99,440,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1420,Jr. Bacon Cheeseburger,3.29,370,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1421,Jr. Cheeseburger Deluxe,2.99,340,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1422,Jr. Cheeseburger,2.49,290,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1423,Double Stack™,3.59,410,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1424,Jr. Hamburger,2.19,250,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1425,French Fries,1.59-3.49,210-470,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1426,Queso Fries,3.49,390,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1427,Baconator Fries,3.79,460,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1428,Chili Cheese Fries,3.79,520,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1429,Cheese Fries,3.59,470,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1430,Chili,2.99/3.99,240/340,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1431,Sour Cream and Chive Baked Potato,2.99,310,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1432,Bacon Cheese Baked Potato,4.19,440,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1433,Chili & Cheese Baked Potato,4.19,500,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1434,Cheese Baked Potato,3.99,450,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1435,Apple Bites,1.59,35,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1436,6 PC. Crispy Chicken Nuggets,2.99,270,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1437,4 PC. Crispy Chicken Nuggets,2.29,180,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1438,6 PC. Spicy Chicken Nuggets,2.99,280,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1439,4 PC. Spicy Chicken Nuggets,2.29,190,"636 West Lee Drive, Baton Rouge, LA, 70820, US"
1440,Pretzel Baconator®,7.99,"1,050","4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1441,Loaded Nacho Single Cheeseburger,6.69,710,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1442,Loaded Nacho Double Cheeseburger,7.69,980,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1443,Loaded Nacho Triple Cheeseburger,8.69,"1,280","4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1444,Dave's Single®,5.69,590,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1445,Dave's Double®,6.69,860,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1446,Dave's Triple®,7.69,"1,160","4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1447,Baconator®,7.69,960,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1448,Son of Baconator®,5.99,630,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1449,Big Bacon Classic®,6.69,650,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1450,Big Bacon Classic® Double,7.69,910,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1451,Big Bacon Classic Triple,8.69,"1,220","4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1452,Bacon Double Stack,3.99,440,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1453,Jr. Bacon Cheeseburger,3.29,370,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1454,Jr. Cheeseburger Deluxe,2.99,340,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1455,Jr. Cheeseburger,2.49,290,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1456,Double Stack™,3.59,410,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1457,Jr. Hamburger,2.19,250,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1458,French Fries,1.59-3.49,210-470,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
1459,Queso Fries,3.49,390,"4605 Chef Menteur Hwy., New Orleans, LA, 70126, US"
