,menu_item,price,calories,address
6535,Pretzel Baconator®,8.19,"1,050","6210 East Ben White, Austin, TX, 78741, US"
6536,Loaded Nacho Single Cheeseburger,6.69,710,"6210 East Ben White, Austin, TX, 78741, US"
6537,Loaded Nacho Double Cheeseburger,7.69,980,"6210 East Ben White, Austin, TX, 78741, US"
6538,Loaded Nacho Triple Cheeseburger,8.69,"1,280","6210 East Ben White, Austin, TX, 78741, US"
6539,Dave's Single®,5.69,590,"6210 East Ben White, Austin, TX, 78741, US"
6540,Dave's Double®,6.69,860,"6210 East Ben White, Austin, TX, 78741, US"
6541,Dave's Triple®,7.69,"1,160","6210 East Ben White, Austin, TX, 78741, US"
6542,Baconator®,8.19,960,"6210 East Ben White, Austin, TX, 78741, US"
6543,Son of Baconator®,6.19,630,"6210 East Ben White, Austin, TX, 78741, US"
6544,Big Bacon Classic®,6.69,650,"6210 East Ben White, Austin, TX, 78741, US"
6545,Big Bacon Classic® Double,7.69,920,"6210 East Ben White, Austin, TX, 78741, US"
6546,Big Bacon Classic Triple,8.69,"1,220","6210 East Ben White, Austin, TX, 78741, US"
6547,Bacon Double Stack,4.19,440,"6210 East Ben White, Austin, TX, 78741, US"
6548,Jr. Bacon Cheeseburger,3.29,370,"6210 East Ben White, Austin, TX, 78741, US"
6549,Jr. Cheeseburger Deluxe,3.19,350,"6210 East Ben White, Austin, TX, 78741, US"
6550,Jr. Cheeseburger,2.59,290,"6210 East Ben White, Austin, TX, 78741, US"
6551,Double Stack™,3.69,410,"6210 East Ben White, Austin, TX, 78741, US"
6552,Jr. Hamburger,2.29,250,"6210 East Ben White, Austin, TX, 78741, US"
6553,Texas Double Cheeseburger,3.49,410,"6210 East Ben White, Austin, TX, 78741, US"
6554,French Fries,1.99-3.79,210-470,"6210 East Ben White, Austin, TX, 78741, US"
6555,Queso Fries,3.59,390,"6210 East Ben White, Austin, TX, 78741, US"
6556,Baconator Fries,3.99,460,"6210 East Ben White, Austin, TX, 78741, US"
6557,Chili Cheese Fries,3.99,520,"6210 East Ben White, Austin, TX, 78741, US"
6558,Cheese Fries,3.59,470,"6210 East Ben White, Austin, TX, 78741, US"
6559,Family Chili,9.99,"1,100","6210 East Ben White, Austin, TX, 78741, US"
6560,Chili,3.29/4.29,240/340,"6210 East Ben White, Austin, TX, 78741, US"
6561,Sour Cream and Chive Baked Potato,3.19,310,"6210 East Ben White, Austin, TX, 78741, US"
6562,Plain Baked Potato,2.99,270,"6210 East Ben White, Austin, TX, 78741, US"
6563,Bacon Cheese Baked Potato,4.49,440,"6210 East Ben White, Austin, TX, 78741, US"
6564,Chili & Cheese Baked Potato,4.49,500,"6210 East Ben White, Austin, TX, 78741, US"
6565,Cheese Baked Potato,3.99,450,"6210 East Ben White, Austin, TX, 78741, US"
6566,Apple Bites,1.69,35,"6210 East Ben White, Austin, TX, 78741, US"
6567,6 PC. Crispy Chicken Nuggets,3.29,270,"6210 East Ben White, Austin, TX, 78741, US"
6568,4 PC. Crispy Chicken Nuggets,2.29,180,"6210 East Ben White, Austin, TX, 78741, US"
6569,6 PC. Spicy Chicken Nuggets,3.29,280,"6210 East Ben White, Austin, TX, 78741, US"
6570,4 PC. Spicy Chicken Nuggets,2.29,190,"6210 East Ben White, Austin, TX, 78741, US"
6571,Pretzel Baconator®,8.19,"1,050","607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6572,Loaded Nacho Single Cheeseburger,6.69,710,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6573,Loaded Nacho Double Cheeseburger,7.69,980,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6574,Loaded Nacho Triple Cheeseburger,8.69,"1,280","607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6575,Dave's Single®,5.69,590,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6576,Dave's Double®,6.69,860,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6577,Dave's Triple®,7.69,"1,160","607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6578,Baconator®,8.19,960,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6579,Son of Baconator®,6.19,630,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6580,Big Bacon Classic®,6.69,650,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6581,Big Bacon Classic® Double,7.69,920,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6582,Big Bacon Classic Triple,8.69,"1,220","607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6583,Bacon Double Stack,4.19,440,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6584,Jr. Bacon Cheeseburger,3.29,370,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6585,Jr. Cheeseburger Deluxe,3.19,350,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6586,Jr. Cheeseburger,2.59,290,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6587,Double Stack™,3.69,410,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6588,Jr. Hamburger,2.29,250,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6589,Texas Double Cheeseburger,3.49,410,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6590,French Fries,1.99-3.79,210-470,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6591,Queso Fries,3.59,390,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6592,Baconator Fries,3.99,460,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6593,Chili Cheese Fries,3.99,520,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6594,Cheese Fries,3.59,470,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6595,Family Chili,9.99,"1,100","607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6596,Chili,3.29/4.29,240/340,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6597,Sour Cream and Chive Baked Potato,3.19,310,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6598,Plain Baked Potato,2.99,270,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6599,Bacon Cheese Baked Potato,4.49,440,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6600,Chili & Cheese Baked Potato,4.49,500,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6601,Cheese Baked Potato,3.99,450,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6602,Apple Bites,1.69,35,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6603,6 PC. Crispy Chicken Nuggets,3.29,270,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6604,4 PC. Crispy Chicken Nuggets,2.29,180,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6605,6 PC. Spicy Chicken Nuggets,3.29,280,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6606,4 PC. Spicy Chicken Nuggets,2.29,190,"607 Louis Henna Blvd, Round Rock, TX, 78664, US"
6607,Pretzel Baconator®,8.19,"1,050","1910 West Braker Lane, Austin, TX, 78758, US"
6608,Loaded Nacho Single Cheeseburger,6.69,710,"1910 West Braker Lane, Austin, TX, 78758, US"
6609,Loaded Nacho Double Cheeseburger,7.69,980,"1910 West Braker Lane, Austin, TX, 78758, US"
6610,Loaded Nacho Triple Cheeseburger,8.69,"1,280","1910 West Braker Lane, Austin, TX, 78758, US"
6611,Dave's Single®,5.69,590,"1910 West Braker Lane, Austin, TX, 78758, US"
6612,Dave's Double®,6.69,860,"1910 West Braker Lane, Austin, TX, 78758, US"
6613,Dave's Triple®,7.69,"1,160","1910 West Braker Lane, Austin, TX, 78758, US"
6614,Baconator®,8.19,960,"1910 West Braker Lane, Austin, TX, 78758, US"
6615,Son of Baconator®,6.19,630,"1910 West Braker Lane, Austin, TX, 78758, US"
6616,Big Bacon Classic®,6.69,650,"1910 West Braker Lane, Austin, TX, 78758, US"
6617,Big Bacon Classic® Double,7.69,920,"1910 West Braker Lane, Austin, TX, 78758, US"
6618,Big Bacon Classic Triple,8.69,"1,220","1910 West Braker Lane, Austin, TX, 78758, US"
6619,Bacon Double Stack,4.19,440,"1910 West Braker Lane, Austin, TX, 78758, US"
6620,Jr. Bacon Cheeseburger,3.29,370,"1910 West Braker Lane, Austin, TX, 78758, US"
6621,Jr. Cheeseburger Deluxe,3.19,350,"1910 West Braker Lane, Austin, TX, 78758, US"
6622,Jr. Cheeseburger,2.59,290,"1910 West Braker Lane, Austin, TX, 78758, US"
6623,Double Stack™,3.69,410,"1910 West Braker Lane, Austin, TX, 78758, US"
6624,Jr. Hamburger,2.29,250,"1910 West Braker Lane, Austin, TX, 78758, US"
6625,Texas Double Cheeseburger,3.49,410,"1910 West Braker Lane, Austin, TX, 78758, US"
6626,French Fries,1.99-3.79,210-470,"1910 West Braker Lane, Austin, TX, 78758, US"
6627,Queso Fries,3.59,390,"1910 West Braker Lane, Austin, TX, 78758, US"
6628,Baconator Fries,3.99,460,"1910 West Braker Lane, Austin, TX, 78758, US"
6629,Chili Cheese Fries,3.99,520,"1910 West Braker Lane, Austin, TX, 78758, US"
6630,Cheese Fries,3.59,470,"1910 West Braker Lane, Austin, TX, 78758, US"
6631,Family Chili,9.99,"1,100","1910 West Braker Lane, Austin, TX, 78758, US"
6632,Chili,3.29/4.29,240/340,"1910 West Braker Lane, Austin, TX, 78758, US"
6633,Sour Cream and Chive Baked Potato,3.19,310,"1910 West Braker Lane, Austin, TX, 78758, US"
6634,Plain Baked Potato,2.99,270,"1910 West Braker Lane, Austin, TX, 78758, US"
6635,Bacon Cheese Baked Potato,4.49,440,"1910 West Braker Lane, Austin, TX, 78758, US"
6636,Chili & Cheese Baked Potato,4.49,500,"1910 West Braker Lane, Austin, TX, 78758, US"
6637,Cheese Baked Potato,3.99,450,"1910 West Braker Lane, Austin, TX, 78758, US"
6638,Apple Bites,1.69,35,"1910 West Braker Lane, Austin, TX, 78758, US"
6639,6 PC. Crispy Chicken Nuggets,3.29,270,"1910 West Braker Lane, Austin, TX, 78758, US"
6640,4 PC. Crispy Chicken Nuggets,2.29,180,"1910 West Braker Lane, Austin, TX, 78758, US"
6641,6 PC. Spicy Chicken Nuggets,3.29,280,"1910 West Braker Lane, Austin, TX, 78758, US"
6642,4 PC. Spicy Chicken Nuggets,2.29,190,"1910 West Braker Lane, Austin, TX, 78758, US"
6643,Pretzel Baconator®,8.19,"1,050","17560 RR -620, Round Rock, TX, 78681, US"
6644,Loaded Nacho Single Cheeseburger,6.69,710,"17560 RR -620, Round Rock, TX, 78681, US"
6645,Loaded Nacho Double Cheeseburger,7.69,980,"17560 RR -620, Round Rock, TX, 78681, US"
6646,Loaded Nacho Triple Cheeseburger,8.69,"1,280","17560 RR -620, Round Rock, TX, 78681, US"
6647,Dave's Single®,5.69,590,"17560 RR -620, Round Rock, TX, 78681, US"
6648,Dave's Double®,6.69,860,"17560 RR -620, Round Rock, TX, 78681, US"
6649,Dave's Triple®,7.69,"1,160","17560 RR -620, Round Rock, TX, 78681, US"
6650,Baconator®,8.19,960,"17560 RR -620, Round Rock, TX, 78681, US"
6651,Son of Baconator®,6.19,630,"17560 RR -620, Round Rock, TX, 78681, US"
6652,Big Bacon Classic®,6.69,650,"17560 RR -620, Round Rock, TX, 78681, US"
6653,Big Bacon Classic® Double,7.69,910,"17560 RR -620, Round Rock, TX, 78681, US"
6654,Big Bacon Classic Triple,8.69,"1,220","17560 RR -620, Round Rock, TX, 78681, US"
6655,Bacon Double Stack,4.19,440,"17560 RR -620, Round Rock, TX, 78681, US"
6656,Jr. Bacon Cheeseburger,3.29,370,"17560 RR -620, Round Rock, TX, 78681, US"
6657,Jr. Cheeseburger Deluxe,3.19,340,"17560 RR -620, Round Rock, TX, 78681, US"
6658,Jr. Cheeseburger,2.59,290,"17560 RR -620, Round Rock, TX, 78681, US"
6659,Double Stack™,3.69,410,"17560 RR -620, Round Rock, TX, 78681, US"
6660,Jr. Hamburger,2.29,250,"17560 RR -620, Round Rock, TX, 78681, US"
6661,Texas Double Cheeseburger,3.49,410,"17560 RR -620, Round Rock, TX, 78681, US"
6662,French Fries,1.99-3.79,210-470,"17560 RR -620, Round Rock, TX, 78681, US"
6663,Queso Fries,3.59,390,"17560 RR -620, Round Rock, TX, 78681, US"
6664,Baconator Fries,3.99,460,"17560 RR -620, Round Rock, TX, 78681, US"
6665,Chili Cheese Fries,3.99,520,"17560 RR -620, Round Rock, TX, 78681, US"
6666,Cheese Fries,3.59,470,"17560 RR -620, Round Rock, TX, 78681, US"
6667,Chili,3.29/4.29,240/340,"17560 RR -620, Round Rock, TX, 78681, US"
6668,Sour Cream and Chive Baked Potato,3.19,310,"17560 RR -620, Round Rock, TX, 78681, US"
6669,Plain Baked Potato,2.99,270,"17560 RR -620, Round Rock, TX, 78681, US"
6670,Bacon Cheese Baked Potato,4.49,440,"17560 RR -620, Round Rock, TX, 78681, US"
6671,Chili & Cheese Baked Potato,4.49,500,"17560 RR -620, Round Rock, TX, 78681, US"
6672,Cheese Baked Potato,3.99,450,"17560 RR -620, Round Rock, TX, 78681, US"
6673,Apple Bites,1.69,35,"17560 RR -620, Round Rock, TX, 78681, US"
6674,6 PC. Crispy Chicken Nuggets,3.29,270,"17560 RR -620, Round Rock, TX, 78681, US"
6675,4 PC. Crispy Chicken Nuggets,2.29,180,"17560 RR -620, Round Rock, TX, 78681, US"
6676,6 PC. Spicy Chicken Nuggets,3.29,280,"17560 RR -620, Round Rock, TX, 78681, US"
6677,4 PC. Spicy Chicken Nuggets,2.29,190,"17560 RR -620, Round Rock, TX, 78681, US"
6678,Pretzel Baconator®,9.49,"1,050","1105 N 400 West, Layton, UT, 84041, US"
6679,Dave's Single®,5.69,590,"1105 N 400 West, Layton, UT, 84041, US"
6680,Dave's Double®,7.19,860,"1105 N 400 West, Layton, UT, 84041, US"
6681,Dave's Triple®,7.99,"1,160","1105 N 400 West, Layton, UT, 84041, US"
6682,Baconator®,8.69,960,"1105 N 400 West, Layton, UT, 84041, US"
6683,Son of Baconator®,6.79,630,"1105 N 400 West, Layton, UT, 84041, US"
6684,Big Bacon Classic®,6.29,650,"1105 N 400 West, Layton, UT, 84041, US"
6685,Big Bacon Classic® Double,7.99,920,"1105 N 400 West, Layton, UT, 84041, US"
6686,Big Bacon Classic Triple,8.79,"1,220","1105 N 400 West, Layton, UT, 84041, US"
6687,Bacon Double Stack,3.79,440,"1105 N 400 West, Layton, UT, 84041, US"
6688,Jr. Bacon Cheeseburger,2.79,370,"1105 N 400 West, Layton, UT, 84041, US"
6689,Jr. Cheeseburger Deluxe,2.49,350,"1105 N 400 West, Layton, UT, 84041, US"
6690,Jr. Cheeseburger,2.19,290,"1105 N 400 West, Layton, UT, 84041, US"
6691,Double Stack™,2.99,410,"1105 N 400 West, Layton, UT, 84041, US"
6692,Jr. Hamburger,1.89,250,"1105 N 400 West, Layton, UT, 84041, US"
6693,French Fries,1.99-3.39,210-470,"1105 N 400 West, Layton, UT, 84041, US"
6694,Baconator Fries,3.89,460,"1105 N 400 West, Layton, UT, 84041, US"
6695,Chili Cheese Fries,3.69,520,"1105 N 400 West, Layton, UT, 84041, US"
6696,Cheese Fries,3.39,470,"1105 N 400 West, Layton, UT, 84041, US"
6697,Chili,3.09/3.89,240/340,"1105 N 400 West, Layton, UT, 84041, US"
6698,Sour Cream and Chive Baked Potato,3.49,310,"1105 N 400 West, Layton, UT, 84041, US"
6699,Plain Baked Potato,2.89,270,"1105 N 400 West, Layton, UT, 84041, US"
6700,Bacon Cheese Baked Potato,4.79,440,"1105 N 400 West, Layton, UT, 84041, US"
6701,Chili & Cheese Baked Potato,4.39,500,"1105 N 400 West, Layton, UT, 84041, US"
6702,Cheese Baked Potato,4.09,450,"1105 N 400 West, Layton, UT, 84041, US"
6703,Apple Bites,1.49,35,"1105 N 400 West, Layton, UT, 84041, US"
6704,6 PC. Crispy Chicken Nuggets,3.39,270,"1105 N 400 West, Layton, UT, 84041, US"
6705,4 PC. Crispy Chicken Nuggets,2.39,180,"1105 N 400 West, Layton, UT, 84041, US"
6706,6 PC. Spicy Chicken Nuggets,3.39,280,"1105 N 400 West, Layton, UT, 84041, US"
6707,4 PC. Spicy Chicken Nuggets,2.39,190,"1105 N 400 West, Layton, UT, 84041, US"
6708,Pretzel Baconator®,9.49,"1,050","353 West 200 North, Kaysville, UT, 84037, US"
6709,Dave's Single®,5.49,590,"353 West 200 North, Kaysville, UT, 84037, US"
6710,Dave's Double®,7.29,860,"353 West 200 North, Kaysville, UT, 84037, US"
6711,Dave's Triple®,7.99,"1,160","353 West 200 North, Kaysville, UT, 84037, US"
6712,Baconator®,8.69,960,"353 West 200 North, Kaysville, UT, 84037, US"
6713,Son of Baconator®,6.69,630,"353 West 200 North, Kaysville, UT, 84037, US"
6714,Big Bacon Classic®,6.69,650,"353 West 200 North, Kaysville, UT, 84037, US"
6715,Big Bacon Classic® Double,8.19,920,"353 West 200 North, Kaysville, UT, 84037, US"
6716,Big Bacon Classic Triple,9.19,"1,220","353 West 200 North, Kaysville, UT, 84037, US"
6717,Bacon Double Stack,3.99,440,"353 West 200 North, Kaysville, UT, 84037, US"
6718,Jr. Bacon Cheeseburger,2.79,370,"353 West 200 North, Kaysville, UT, 84037, US"
6719,Jr. Cheeseburger Deluxe,2.49,350,"353 West 200 North, Kaysville, UT, 84037, US"
6720,Jr. Cheeseburger,2.29,290,"353 West 200 North, Kaysville, UT, 84037, US"
6721,Double Stack™,2.99,410,"353 West 200 North, Kaysville, UT, 84037, US"
6722,Jr. Hamburger,1.89,250,"353 West 200 North, Kaysville, UT, 84037, US"
6723,French Fries,1.99-3.29,210-470,"353 West 200 North, Kaysville, UT, 84037, US"
6724,Baconator Fries,3.99,460,"353 West 200 North, Kaysville, UT, 84037, US"
6725,Chili Cheese Fries,3.79,520,"353 West 200 North, Kaysville, UT, 84037, US"
6726,Cheese Fries,3.39,470,"353 West 200 North, Kaysville, UT, 84037, US"
6727,Chili,2.99/3.99,240/340,"353 West 200 North, Kaysville, UT, 84037, US"
6728,Sour Cream and Chive Baked Potato,3.49,310,"353 West 200 North, Kaysville, UT, 84037, US"
6729,Plain Baked Potato,2.89,270,"353 West 200 North, Kaysville, UT, 84037, US"
6730,Bacon Cheese Baked Potato,4.79,440,"353 West 200 North, Kaysville, UT, 84037, US"
6731,Chili & Cheese Baked Potato,4.39,500,"353 West 200 North, Kaysville, UT, 84037, US"
6732,Cheese Baked Potato,4.09,450,"353 West 200 North, Kaysville, UT, 84037, US"
6733,Apple Bites,1.49,35,"353 West 200 North, Kaysville, UT, 84037, US"
6734,6 PC. Crispy Chicken Nuggets,3.39,270,"353 West 200 North, Kaysville, UT, 84037, US"
6735,4 PC. Crispy Chicken Nuggets,2.49,180,"353 West 200 North, Kaysville, UT, 84037, US"
6736,6 PC. Spicy Chicken Nuggets,3.39,280,"353 West 200 North, Kaysville, UT, 84037, US"
6737,4 PC. Spicy Chicken Nuggets,2.49,190,"353 West 200 North, Kaysville, UT, 84037, US"
6738,Pretzel Baconator®,9.39,"1,050","1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6739,Dave's Single®,5.99,590,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6740,Dave's Double®,7.19,860,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6741,Dave's Triple®,8.69,"1,160","1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6742,Baconator®,8.69,960,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6743,Son of Baconator®,6.69,630,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6744,Big Bacon Classic®,6.99,650,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6745,Big Bacon Classic® Double,7.99,910,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6746,Big Bacon Classic Triple,8.99,"1,220","1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6747,Bacon Double Stack,3.99,440,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6748,Jr. Bacon Cheeseburger,3.29,370,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6749,Jr. Cheeseburger Deluxe,2.69,340,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6750,Jr. Cheeseburger,2.29,290,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6751,Double Stack™,3.29,410,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6752,Jr. Hamburger,2.09,250,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6753,French Fries,1.79-3.59,210-470,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6754,Baconator Fries,4.29,460,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6755,Chili Cheese Fries,4.29,520,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6756,Cheese Fries,3.49,470,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6757,Chili,3.29/3.99,240/340,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6758,Sour Cream and Chive Baked Potato,2.99,310,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6759,Plain Baked Potato,2.79,270,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6760,Bacon Cheese Baked Potato,4.29,440,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6761,Chili & Cheese Baked Potato,4.29,500,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6762,Cheese Baked Potato,3.99,450,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6763,Apple Bites,2.19,35,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6764,6 PC. Crispy Chicken Nuggets,3.29,270,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6765,4 PC. Crispy Chicken Nuggets,2.49,180,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6766,6 PC. Spicy Chicken Nuggets,3.29,280,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6767,4 PC. Spicy Chicken Nuggets,2.49,190,"1726 Bluff Ridge Drive, Syracuse, UT, 84075, US"
6768,Pretzel Baconator®,9.49,"1,050","2011 North Hillfield Road, Layton, UT, 84041, US"
6769,Dave's Single®,5.69,590,"2011 North Hillfield Road, Layton, UT, 84041, US"
6770,Dave's Double®,7.19,860,"2011 North Hillfield Road, Layton, UT, 84041, US"
6771,Dave's Triple®,7.99,"1,160","2011 North Hillfield Road, Layton, UT, 84041, US"
6772,Baconator®,8.69,960,"2011 North Hillfield Road, Layton, UT, 84041, US"
6773,Son of Baconator®,6.79,630,"2011 North Hillfield Road, Layton, UT, 84041, US"
6774,Big Bacon Classic®,6.29,650,"2011 North Hillfield Road, Layton, UT, 84041, US"
6775,Big Bacon Classic® Double,7.99,920,"2011 North Hillfield Road, Layton, UT, 84041, US"
6776,Big Bacon Classic Triple,8.79,"1,220","2011 North Hillfield Road, Layton, UT, 84041, US"
6777,Bacon Double Stack,3.79,440,"2011 North Hillfield Road, Layton, UT, 84041, US"
6778,Jr. Bacon Cheeseburger,2.79,370,"2011 North Hillfield Road, Layton, UT, 84041, US"
6779,Jr. Cheeseburger Deluxe,2.49,350,"2011 North Hillfield Road, Layton, UT, 84041, US"
6780,Jr. Cheeseburger,2.19,290,"2011 North Hillfield Road, Layton, UT, 84041, US"
6781,Double Stack™,2.99,410,"2011 North Hillfield Road, Layton, UT, 84041, US"
6782,Jr. Hamburger,1.89,250,"2011 North Hillfield Road, Layton, UT, 84041, US"
6783,French Fries,1.99-3.39,210-470,"2011 North Hillfield Road, Layton, UT, 84041, US"
6784,Baconator Fries,3.89,460,"2011 North Hillfield Road, Layton, UT, 84041, US"
6785,Chili Cheese Fries,3.69,520,"2011 North Hillfield Road, Layton, UT, 84041, US"
6786,Cheese Fries,3.39,470,"2011 North Hillfield Road, Layton, UT, 84041, US"
6787,Chili,3.09/3.89,240/340,"2011 North Hillfield Road, Layton, UT, 84041, US"
6788,Sour Cream and Chive Baked Potato,3.49,310,"2011 North Hillfield Road, Layton, UT, 84041, US"
6789,Plain Baked Potato,2.89,270,"2011 North Hillfield Road, Layton, UT, 84041, US"
6790,Bacon Cheese Baked Potato,4.79,440,"2011 North Hillfield Road, Layton, UT, 84041, US"
6791,Chili & Cheese Baked Potato,4.39,500,"2011 North Hillfield Road, Layton, UT, 84041, US"
6792,Cheese Baked Potato,4.09,450,"2011 North Hillfield Road, Layton, UT, 84041, US"
6793,Apple Bites,1.49,35,"2011 North Hillfield Road, Layton, UT, 84041, US"
6794,6 PC. Crispy Chicken Nuggets,3.39,270,"2011 North Hillfield Road, Layton, UT, 84041, US"
6795,4 PC. Crispy Chicken Nuggets,2.39,180,"2011 North Hillfield Road, Layton, UT, 84041, US"
6796,6 PC. Spicy Chicken Nuggets,3.39,280,"2011 North Hillfield Road, Layton, UT, 84041, US"
6797,4 PC. Spicy Chicken Nuggets,2.39,190,"2011 North Hillfield Road, Layton, UT, 84041, US"
6798,Pretzel Baconator®,9.49,"1,050","737 N. Main Street, Layton, UT, 84041, US"
6799,Dave's Single®,5.69,590,"737 N. Main Street, Layton, UT, 84041, US"
6800,Dave's Double®,7.19,860,"737 N. Main Street, Layton, UT, 84041, US"
6801,Dave's Triple®,7.99,"1,160","737 N. Main Street, Layton, UT, 84041, US"
6802,Baconator®,8.69,960,"737 N. Main Street, Layton, UT, 84041, US"
6803,Son of Baconator®,6.79,630,"737 N. Main Street, Layton, UT, 84041, US"
6804,Big Bacon Classic®,6.29,650,"737 N. Main Street, Layton, UT, 84041, US"
6805,Big Bacon Classic® Double,7.99,920,"737 N. Main Street, Layton, UT, 84041, US"
6806,Big Bacon Classic Triple,8.79,"1,220","737 N. Main Street, Layton, UT, 84041, US"
6807,Bacon Double Stack,3.79,440,"737 N. Main Street, Layton, UT, 84041, US"
6808,Jr. Bacon Cheeseburger,2.79,370,"737 N. Main Street, Layton, UT, 84041, US"
6809,Jr. Cheeseburger Deluxe,2.49,350,"737 N. Main Street, Layton, UT, 84041, US"
6810,Jr. Cheeseburger,2.19,290,"737 N. Main Street, Layton, UT, 84041, US"
6811,Double Stack™,2.99,410,"737 N. Main Street, Layton, UT, 84041, US"
6812,Jr. Hamburger,1.89,250,"737 N. Main Street, Layton, UT, 84041, US"
6813,French Fries,1.99-3.39,210-470,"737 N. Main Street, Layton, UT, 84041, US"
6814,Baconator Fries,3.89,460,"737 N. Main Street, Layton, UT, 84041, US"
6815,Chili Cheese Fries,3.69,520,"737 N. Main Street, Layton, UT, 84041, US"
6816,Cheese Fries,3.39,470,"737 N. Main Street, Layton, UT, 84041, US"
6817,Chili,3.09/3.89,240/340,"737 N. Main Street, Layton, UT, 84041, US"
6818,Sour Cream and Chive Baked Potato,3.49,310,"737 N. Main Street, Layton, UT, 84041, US"
6819,Plain Baked Potato,2.89,270,"737 N. Main Street, Layton, UT, 84041, US"
6820,Bacon Cheese Baked Potato,4.79,440,"737 N. Main Street, Layton, UT, 84041, US"
6821,Chili & Cheese Baked Potato,4.39,500,"737 N. Main Street, Layton, UT, 84041, US"
6822,Cheese Baked Potato,4.09,450,"737 N. Main Street, Layton, UT, 84041, US"
6823,Apple Bites,1.49,35,"737 N. Main Street, Layton, UT, 84041, US"
6824,6 PC. Crispy Chicken Nuggets,3.39,270,"737 N. Main Street, Layton, UT, 84041, US"
6825,4 PC. Crispy Chicken Nuggets,2.39,180,"737 N. Main Street, Layton, UT, 84041, US"
6826,6 PC. Spicy Chicken Nuggets,3.39,280,"737 N. Main Street, Layton, UT, 84041, US"
6827,4 PC. Spicy Chicken Nuggets,2.39,190,"737 N. Main Street, Layton, UT, 84041, US"
