,menu_item,price,calories,address
3239,Jr. Cheeseburger,2.29,290,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3240,Double Stack™,2.99,410,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3241,Jr. Hamburger,1.89,250,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3242,French Fries,1.69-3.39,210-470,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3243,Baconator Fries,3.69,460,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3244,Chili Cheese Fries,3.69,520,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3245,Cheese Fries,3.49,470,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3246,Chili,2.99/3.79,240/340,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3247,Sour Cream and Chive Baked Potato,2.89,310,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3248,Plain Baked Potato,2.69,270,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3249,Bacon Cheese Baked Potato,4.19,440,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3250,Chili & Cheese Baked Potato,4.19,500,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3251,Cheese Baked Potato,3.79,450,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3252,Apple Bites,1.59,35,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3253,6 PC. Crispy Chicken Nuggets,2.69,270,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3254,4 PC. Crispy Chicken Nuggets,2.19,180,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3255,6 PC. Spicy Chicken Nuggets,2.69,280,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3256,4 PC. Spicy Chicken Nuggets,2.19,190,"5076 William Penn Hwy, Monroeville, PA, 15146, US"
3257,Pretzel Baconator®,8.89,"1,050","3990 William Penn Highway, Monroeville, PA, 15146, US"
3258,Dave's Single®,5.89,590,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3259,Dave's Double®,6.89,860,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3260,Dave's Triple®,7.89,"1,160","3990 William Penn Highway, Monroeville, PA, 15146, US"
3261,Baconator®,7.99,960,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3262,Son of Baconator®,5.99,630,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3263,Big Bacon Classic®,6.79,650,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3264,Big Bacon Classic® Double,7.79,910,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3265,Big Bacon Classic Triple,8.79,"1,220","3990 William Penn Highway, Monroeville, PA, 15146, US"
3266,Bacon Double Stack,3.59,440,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3267,Jr. Bacon Cheeseburger,2.99,370,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3268,Jr. Cheeseburger Deluxe,2.59,340,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3269,Jr. Cheeseburger,2.29,290,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3270,Double Stack™,2.99,410,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3271,Jr. Hamburger,1.89,250,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3272,French Fries,1.69-3.39,210-470,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3273,Baconator Fries,3.69,460,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3274,Chili Cheese Fries,3.69,520,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3275,Cheese Fries,3.49,470,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3276,Chili,2.99/3.79,240/340,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3277,Sour Cream and Chive Baked Potato,2.89,310,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3278,Plain Baked Potato,2.69,270,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3279,Bacon Cheese Baked Potato,4.19,440,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3280,Chili & Cheese Baked Potato,4.19,500,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3281,Cheese Baked Potato,3.79,450,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3282,Apple Bites,1.59,35,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3283,6 PC. Crispy Chicken Nuggets,2.69,270,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3284,4 PC. Crispy Chicken Nuggets,2.19,180,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3285,6 PC. Spicy Chicken Nuggets,2.69,280,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3286,4 PC. Spicy Chicken Nuggets,2.19,190,"3990 William Penn Highway, Monroeville, PA, 15146, US"
3287,Pretzel Baconator®,8.89,"1,050","3980 William Penn Highway, Monroeville, PA, 15146, US"
3288,Dave's Single®,5.89,590,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3289,Dave's Double®,6.89,860,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3290,Dave's Triple®,7.89,"1,160","3980 William Penn Highway, Monroeville, PA, 15146, US"
3291,Baconator®,7.99,960,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3292,Son of Baconator®,5.99,630,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3293,Big Bacon Classic®,6.79,650,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3294,Big Bacon Classic® Double,7.79,910,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3295,Big Bacon Classic Triple,8.79,"1,220","3980 William Penn Highway, Monroeville, PA, 15146, US"
3296,Bacon Double Stack,3.59,440,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3297,Jr. Bacon Cheeseburger,2.99,370,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3298,Jr. Cheeseburger Deluxe,2.59,340,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3299,Jr. Cheeseburger,2.29,290,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3300,Double Stack™,2.99,410,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3301,Jr. Hamburger,1.89,250,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3302,French Fries,1.69-3.39,210-470,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3303,Baconator Fries,3.69,460,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3304,Chili Cheese Fries,3.69,520,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3305,Cheese Fries,3.49,470,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3306,Chili,2.99/3.79,240/340,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3307,Sour Cream and Chive Baked Potato,2.89,310,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3308,Plain Baked Potato,2.69,270,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3309,Bacon Cheese Baked Potato,4.19,440,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3310,Chili & Cheese Baked Potato,4.19,500,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3311,Cheese Baked Potato,3.79,450,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3312,Apple Bites,1.59,35,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3313,6 PC. Crispy Chicken Nuggets,2.69,270,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3314,4 PC. Crispy Chicken Nuggets,2.19,180,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3315,6 PC. Spicy Chicken Nuggets,2.69,280,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3316,4 PC. Spicy Chicken Nuggets,2.19,190,"3980 William Penn Highway, Monroeville, PA, 15146, US"
3317,Pretzel Baconator®,8.89,"1,050","60 W. 11Th Ave, York, PA, 17404, US"
3318,Dave's Single®,5.79,590,"60 W. 11Th Ave, York, PA, 17404, US"
3319,Dave's Double®,6.79,860,"60 W. 11Th Ave, York, PA, 17404, US"
3320,Dave's Triple®,7.79,"1,160","60 W. 11Th Ave, York, PA, 17404, US"
3321,Baconator®,7.89,960,"60 W. 11Th Ave, York, PA, 17404, US"
3322,Son of Baconator®,6.59,630,"60 W. 11Th Ave, York, PA, 17404, US"
3323,Big Bacon Classic®,6.69,650,"60 W. 11Th Ave, York, PA, 17404, US"
3324,Big Bacon Classic® Double,7.79,910,"60 W. 11Th Ave, York, PA, 17404, US"
3325,Big Bacon Classic Triple,8.89,"1,220","60 W. 11Th Ave, York, PA, 17404, US"
3326,Bacon Double Stack,3.99,440,"60 W. 11Th Ave, York, PA, 17404, US"
3327,Jr. Bacon Cheeseburger,3.29,370,"60 W. 11Th Ave, York, PA, 17404, US"
3328,Jr. Cheeseburger Deluxe,2.69,340,"60 W. 11Th Ave, York, PA, 17404, US"
3329,Jr. Cheeseburger,2.49,290,"60 W. 11Th Ave, York, PA, 17404, US"
3330,Double Stack™,3.29,410,"60 W. 11Th Ave, York, PA, 17404, US"
3331,Jr. Hamburger,1.99,250,"60 W. 11Th Ave, York, PA, 17404, US"
3332,French Fries,1.99-3.29,210-470,"60 W. 11Th Ave, York, PA, 17404, US"
3333,Baconator Fries,3.49,460,"60 W. 11Th Ave, York, PA, 17404, US"
3334,Chili Cheese Fries,3.49,520,"60 W. 11Th Ave, York, PA, 17404, US"
3335,Cheese Fries,3.39,470,"60 W. 11Th Ave, York, PA, 17404, US"
3336,Family Chili,15.99,"1,100","60 W. 11Th Ave, York, PA, 17404, US"
3337,Chili,2.69/3.59,240/340,"60 W. 11Th Ave, York, PA, 17404, US"
3338,Sour Cream and Chive Baked Potato,2.69,310,"60 W. 11Th Ave, York, PA, 17404, US"
3339,Plain Baked Potato,2.49,270,"60 W. 11Th Ave, York, PA, 17404, US"
3340,Bacon Cheese Baked Potato,4.09,440,"60 W. 11Th Ave, York, PA, 17404, US"
3341,Chili & Cheese Baked Potato,4.09,500,"60 W. 11Th Ave, York, PA, 17404, US"
3342,Cheese Baked Potato,3.49,450,"60 W. 11Th Ave, York, PA, 17404, US"
3343,Apple Bites,1.49,35,"60 W. 11Th Ave, York, PA, 17404, US"
3344,6 PC. Crispy Chicken Nuggets,3.09,270,"60 W. 11Th Ave, York, PA, 17404, US"
3345,4 PC. Crispy Chicken Nuggets,2.29,180,"60 W. 11Th Ave, York, PA, 17404, US"
3346,6 PC. Spicy Chicken Nuggets,3.09,280,"60 W. 11Th Ave, York, PA, 17404, US"
3347,4 PC. Spicy Chicken Nuggets,2.29,190,"60 W. 11Th Ave, York, PA, 17404, US"
3348,Pretzel Baconator®,8.89,"1,050","1201 Carlisle Rd, York, PA, 17404, US"
3349,Dave's Single®,5.79,590,"1201 Carlisle Rd, York, PA, 17404, US"
3350,Dave's Double®,6.79,860,"1201 Carlisle Rd, York, PA, 17404, US"
3351,Dave's Triple®,7.79,"1,160","1201 Carlisle Rd, York, PA, 17404, US"
3352,Baconator®,7.89,960,"1201 Carlisle Rd, York, PA, 17404, US"
3353,Son of Baconator®,6.59,630,"1201 Carlisle Rd, York, PA, 17404, US"
3354,Big Bacon Classic®,6.69,650,"1201 Carlisle Rd, York, PA, 17404, US"
3355,Big Bacon Classic® Double,7.79,910,"1201 Carlisle Rd, York, PA, 17404, US"
3356,Big Bacon Classic Triple,8.89,"1,220","1201 Carlisle Rd, York, PA, 17404, US"
3357,Bacon Double Stack,3.99,440,"1201 Carlisle Rd, York, PA, 17404, US"
3358,Jr. Bacon Cheeseburger,3.29,370,"1201 Carlisle Rd, York, PA, 17404, US"
3359,Jr. Cheeseburger Deluxe,2.69,340,"1201 Carlisle Rd, York, PA, 17404, US"
3360,Jr. Cheeseburger,2.49,290,"1201 Carlisle Rd, York, PA, 17404, US"
3361,Double Stack™,3.29,410,"1201 Carlisle Rd, York, PA, 17404, US"
3362,Jr. Hamburger,1.99,250,"1201 Carlisle Rd, York, PA, 17404, US"
3363,French Fries,1.99-3.29,210-470,"1201 Carlisle Rd, York, PA, 17404, US"
3364,Baconator Fries,3.49,460,"1201 Carlisle Rd, York, PA, 17404, US"
3365,Chili Cheese Fries,3.49,520,"1201 Carlisle Rd, York, PA, 17404, US"
3366,Cheese Fries,3.39,470,"1201 Carlisle Rd, York, PA, 17404, US"
3367,Family Chili,15.99,"1,100","1201 Carlisle Rd, York, PA, 17404, US"
3368,Chili,2.69/3.59,240/340,"1201 Carlisle Rd, York, PA, 17404, US"
3369,Sour Cream and Chive Baked Potato,2.69,310,"1201 Carlisle Rd, York, PA, 17404, US"
3370,Plain Baked Potato,2.49,270,"1201 Carlisle Rd, York, PA, 17404, US"
3371,Bacon Cheese Baked Potato,4.09,440,"1201 Carlisle Rd, York, PA, 17404, US"
3372,Chili & Cheese Baked Potato,4.09,500,"1201 Carlisle Rd, York, PA, 17404, US"
3373,Cheese Baked Potato,3.49,450,"1201 Carlisle Rd, York, PA, 17404, US"
3374,Apple Bites,1.49,35,"1201 Carlisle Rd, York, PA, 17404, US"
3375,6 PC. Crispy Chicken Nuggets,3.09,270,"1201 Carlisle Rd, York, PA, 17404, US"
3376,4 PC. Crispy Chicken Nuggets,2.29,180,"1201 Carlisle Rd, York, PA, 17404, US"
3377,6 PC. Spicy Chicken Nuggets,3.09,280,"1201 Carlisle Rd, York, PA, 17404, US"
3378,4 PC. Spicy Chicken Nuggets,2.29,190,"1201 Carlisle Rd, York, PA, 17404, US"
3379,Pretzel Baconator®,8.89,"1,050","1450 Kenneth Road, York, PA, 17408, US"
3380,Dave's Single®,5.79,590,"1450 Kenneth Road, York, PA, 17408, US"
3381,Dave's Double®,6.79,860,"1450 Kenneth Road, York, PA, 17408, US"
3382,Dave's Triple®,7.79,"1,160","1450 Kenneth Road, York, PA, 17408, US"
3383,Baconator®,7.89,960,"1450 Kenneth Road, York, PA, 17408, US"
3384,Son of Baconator®,6.59,630,"1450 Kenneth Road, York, PA, 17408, US"
3385,Big Bacon Classic®,6.69,650,"1450 Kenneth Road, York, PA, 17408, US"
3386,Big Bacon Classic® Double,7.79,910,"1450 Kenneth Road, York, PA, 17408, US"
3387,Big Bacon Classic Triple,8.89,"1,220","1450 Kenneth Road, York, PA, 17408, US"
3388,Bacon Double Stack,3.99,440,"1450 Kenneth Road, York, PA, 17408, US"
3389,Jr. Bacon Cheeseburger,3.29,370,"1450 Kenneth Road, York, PA, 17408, US"
3390,Jr. Cheeseburger Deluxe,2.69,340,"1450 Kenneth Road, York, PA, 17408, US"
3391,Jr. Cheeseburger,2.49,290,"1450 Kenneth Road, York, PA, 17408, US"
3392,Double Stack™,3.29,410,"1450 Kenneth Road, York, PA, 17408, US"
3393,Jr. Hamburger,1.99,250,"1450 Kenneth Road, York, PA, 17408, US"
3394,French Fries,1.99-3.29,210-470,"1450 Kenneth Road, York, PA, 17408, US"
3395,Baconator Fries,3.49,460,"1450 Kenneth Road, York, PA, 17408, US"
3396,Chili Cheese Fries,3.49,520,"1450 Kenneth Road, York, PA, 17408, US"
3397,Cheese Fries,3.39,470,"1450 Kenneth Road, York, PA, 17408, US"
3398,Family Chili,15.99,"1,100","1450 Kenneth Road, York, PA, 17408, US"
3399,Chili,2.69/3.59,240/340,"1450 Kenneth Road, York, PA, 17408, US"
3400,Sour Cream and Chive Baked Potato,2.69,310,"1450 Kenneth Road, York, PA, 17408, US"
3401,Plain Baked Potato,2.49,270,"1450 Kenneth Road, York, PA, 17408, US"
3402,Bacon Cheese Baked Potato,4.09,440,"1450 Kenneth Road, York, PA, 17408, US"
3403,Chili & Cheese Baked Potato,4.09,500,"1450 Kenneth Road, York, PA, 17408, US"
3404,Cheese Baked Potato,3.49,450,"1450 Kenneth Road, York, PA, 17408, US"
3405,Apple Bites,1.49,35,"1450 Kenneth Road, York, PA, 17408, US"
3406,6 PC. Crispy Chicken Nuggets,3.09,270,"1450 Kenneth Road, York, PA, 17408, US"
3407,4 PC. Crispy Chicken Nuggets,2.29,180,"1450 Kenneth Road, York, PA, 17408, US"
3408,6 PC. Spicy Chicken Nuggets,3.09,280,"1450 Kenneth Road, York, PA, 17408, US"
3409,4 PC. Spicy Chicken Nuggets,2.29,190,"1450 Kenneth Road, York, PA, 17408, US"
3410,Pretzel Baconator®,8.89,"1,050","1199 Louck Road, York, PA, 17404, US"
3411,Dave's Single®,5.79,590,"1199 Louck Road, York, PA, 17404, US"
3412,Dave's Double®,6.79,860,"1199 Louck Road, York, PA, 17404, US"
3413,Dave's Triple®,7.79,"1,160","1199 Louck Road, York, PA, 17404, US"
3414,Baconator®,7.89,960,"1199 Louck Road, York, PA, 17404, US"
3415,Son of Baconator®,6.59,630,"1199 Louck Road, York, PA, 17404, US"
3416,Big Bacon Classic®,6.69,650,"1199 Louck Road, York, PA, 17404, US"
3417,Big Bacon Classic® Double,7.79,910,"1199 Louck Road, York, PA, 17404, US"
3418,Big Bacon Classic Triple,8.89,"1,220","1199 Louck Road, York, PA, 17404, US"
3419,Bacon Double Stack,3.99,440,"1199 Louck Road, York, PA, 17404, US"
3420,Jr. Bacon Cheeseburger,3.29,370,"1199 Louck Road, York, PA, 17404, US"
3421,Jr. Cheeseburger Deluxe,2.69,340,"1199 Louck Road, York, PA, 17404, US"
3422,Jr. Cheeseburger,2.49,290,"1199 Louck Road, York, PA, 17404, US"
3423,Double Stack™,3.29,410,"1199 Louck Road, York, PA, 17404, US"
3424,Jr. Hamburger,1.99,250,"1199 Louck Road, York, PA, 17404, US"
3425,French Fries,1.99-3.29,210-470,"1199 Louck Road, York, PA, 17404, US"
3426,Baconator Fries,3.49,460,"1199 Louck Road, York, PA, 17404, US"
3427,Chili Cheese Fries,3.49,520,"1199 Louck Road, York, PA, 17404, US"
3428,Cheese Fries,3.39,470,"1199 Louck Road, York, PA, 17404, US"
3429,Family Chili,15.99,"1,100","1199 Louck Road, York, PA, 17404, US"
3430,Chili,2.69/3.59,240/340,"1199 Louck Road, York, PA, 17404, US"
3431,Sour Cream and Chive Baked Potato,2.69,310,"1199 Louck Road, York, PA, 17404, US"
3432,Plain Baked Potato,2.49,270,"1199 Louck Road, York, PA, 17404, US"
3433,Bacon Cheese Baked Potato,4.09,440,"1199 Louck Road, York, PA, 17404, US"
3434,Chili & Cheese Baked Potato,4.09,500,"1199 Louck Road, York, PA, 17404, US"
3435,Cheese Baked Potato,3.49,450,"1199 Louck Road, York, PA, 17404, US"
3436,Apple Bites,1.49,35,"1199 Louck Road, York, PA, 17404, US"
3437,6 PC. Crispy Chicken Nuggets,3.09,270,"1199 Louck Road, York, PA, 17404, US"
3438,4 PC. Crispy Chicken Nuggets,2.29,180,"1199 Louck Road, York, PA, 17404, US"
3439,6 PC. Spicy Chicken Nuggets,3.09,280,"1199 Louck Road, York, PA, 17404, US"
3440,4 PC. Spicy Chicken Nuggets,2.29,190,"1199 Louck Road, York, PA, 17404, US"
3441,Pretzel Baconator®,8.89,"1,050","222 Arsenal Road, York, PA, 17402, US"
3442,Dave's Single®,5.79,590,"222 Arsenal Road, York, PA, 17402, US"
3443,Dave's Double®,6.79,860,"222 Arsenal Road, York, PA, 17402, US"
3444,Dave's Triple®,7.79,"1,160","222 Arsenal Road, York, PA, 17402, US"
3445,Baconator®,7.89,960,"222 Arsenal Road, York, PA, 17402, US"
3446,Son of Baconator®,6.59,630,"222 Arsenal Road, York, PA, 17402, US"
3447,Big Bacon Classic®,6.69,650,"222 Arsenal Road, York, PA, 17402, US"
3448,Big Bacon Classic® Double,7.79,910,"222 Arsenal Road, York, PA, 17402, US"
3449,Big Bacon Classic Triple,8.89,"1,220","222 Arsenal Road, York, PA, 17402, US"
3450,Bacon Double Stack,3.99,440,"222 Arsenal Road, York, PA, 17402, US"
3451,Jr. Bacon Cheeseburger,3.29,370,"222 Arsenal Road, York, PA, 17402, US"
3452,Jr. Cheeseburger Deluxe,2.69,340,"222 Arsenal Road, York, PA, 17402, US"
3453,Jr. Cheeseburger,2.49,290,"222 Arsenal Road, York, PA, 17402, US"
3454,Double Stack™,3.29,410,"222 Arsenal Road, York, PA, 17402, US"
3455,Jr. Hamburger,1.99,250,"222 Arsenal Road, York, PA, 17402, US"
3456,French Fries,1.99-3.29,210-470,"222 Arsenal Road, York, PA, 17402, US"
3457,Baconator Fries,3.49,460,"222 Arsenal Road, York, PA, 17402, US"
3458,Chili Cheese Fries,3.49,520,"222 Arsenal Road, York, PA, 17402, US"
3459,Cheese Fries,3.39,470,"222 Arsenal Road, York, PA, 17402, US"
3460,Family Chili,15.99,"1,100","222 Arsenal Road, York, PA, 17402, US"
3461,Chili,2.69/3.59,240/340,"222 Arsenal Road, York, PA, 17402, US"
3462,Sour Cream and Chive Baked Potato,2.69,310,"222 Arsenal Road, York, PA, 17402, US"
3463,Plain Baked Potato,2.49,270,"222 Arsenal Road, York, PA, 17402, US"
3464,Bacon Cheese Baked Potato,4.09,440,"222 Arsenal Road, York, PA, 17402, US"
3465,Chili & Cheese Baked Potato,4.09,500,"222 Arsenal Road, York, PA, 17402, US"
3466,Cheese Baked Potato,3.49,450,"222 Arsenal Road, York, PA, 17402, US"
3467,Apple Bites,1.49,35,"222 Arsenal Road, York, PA, 17402, US"
3468,6 PC. Crispy Chicken Nuggets,3.09,270,"222 Arsenal Road, York, PA, 17402, US"
3469,4 PC. Crispy Chicken Nuggets,2.29,180,"222 Arsenal Road, York, PA, 17402, US"
3470,6 PC. Spicy Chicken Nuggets,3.09,280,"222 Arsenal Road, York, PA, 17402, US"
3471,4 PC. Spicy Chicken Nuggets,2.29,190,"222 Arsenal Road, York, PA, 17402, US"
3472,Pretzel Baconator®,8.69,"1,050","343 Folly Rd., James Island, SC, 29412, US"
3473,Dave's Single®,6.29,590,"343 Folly Rd., James Island, SC, 29412, US"
3474,Dave's Double®,7.19,860,"343 Folly Rd., James Island, SC, 29412, US"
3475,Dave's Triple®,7.79,"1,160","343 Folly Rd., James Island, SC, 29412, US"
3476,Baconator®,7.69,960,"343 Folly Rd., James Island, SC, 29412, US"
3477,Son of Baconator®,6.19,630,"343 Folly Rd., James Island, SC, 29412, US"
3478,Big Bacon Classic®,6.49,650,"343 Folly Rd., James Island, SC, 29412, US"
3479,Big Bacon Classic® Double,7.39,920,"343 Folly Rd., James Island, SC, 29412, US"
3480,Big Bacon Classic Triple,8.39,"1,220","343 Folly Rd., James Island, SC, 29412, US"
3481,Carolina Classic,5.09,540,"343 Folly Rd., James Island, SC, 29412, US"
3482,Bacon Double Stack,3.89,440,"343 Folly Rd., James Island, SC, 29412, US"
3483,Jr. Bacon Cheeseburger,2.99,370,"343 Folly Rd., James Island, SC, 29412, US"
3484,Jr. Cheeseburger Deluxe,2.89,350,"343 Folly Rd., James Island, SC, 29412, US"
3485,Jr. Cheeseburger,1.99,290,"343 Folly Rd., James Island, SC, 29412, US"
3486,Double Stack™,2.99,410,"343 Folly Rd., James Island, SC, 29412, US"
3487,Jr. Hamburger,1.69,250,"343 Folly Rd., James Island, SC, 29412, US"
3488,French Fries,1.89-3.49,210-470,"343 Folly Rd., James Island, SC, 29412, US"
3489,Baconator Fries,3.79,460,"343 Folly Rd., James Island, SC, 29412, US"
3490,Chili Cheese Fries,3.79,520,"343 Folly Rd., James Island, SC, 29412, US"
3491,Cheese Fries,3.29,470,"343 Folly Rd., James Island, SC, 29412, US"
3492,Family Chili,9.99,"1,100","343 Folly Rd., James Island, SC, 29412, US"
3493,Chili,2.79/3.49,240/340,"343 Folly Rd., James Island, SC, 29412, US"
3494,Sour Cream and Chive Baked Potato,3.19,310,"343 Folly Rd., James Island, SC, 29412, US"
3495,Plain Baked Potato,2.99,270,"343 Folly Rd., James Island, SC, 29412, US"
3496,Bacon Cheese Baked Potato,4.59,440,"343 Folly Rd., James Island, SC, 29412, US"
3497,Chili & Cheese Baked Potato,4.59,500,"343 Folly Rd., James Island, SC, 29412, US"
3498,Cheese Baked Potato,3.99,450,"343 Folly Rd., James Island, SC, 29412, US"
3499,Apple Bites,1.59,35,"343 Folly Rd., James Island, SC, 29412, US"
3500,6 PC. Crispy Chicken Nuggets,3.60,270,"343 Folly Rd., James Island, SC, 29412, US"
3501,4 PC. Crispy Chicken Nuggets,3.00,180,"343 Folly Rd., James Island, SC, 29412, US"
3502,6 PC. Spicy Chicken Nuggets,3.60,280,"343 Folly Rd., James Island, SC, 29412, US"
3503,4 PC. Spicy Chicken Nuggets,3.00,190,"343 Folly Rd., James Island, SC, 29412, US"
3504,Pretzel Baconator®,8.69,"1,050","361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3505,Dave's Single®,6.29,590,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3506,Dave's Double®,7.19,860,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3507,Dave's Triple®,7.79,"1,160","361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3508,Baconator®,7.69,960,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3509,Son of Baconator®,6.19,630,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3510,Big Bacon Classic®,6.49,650,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3511,Big Bacon Classic® Double,7.39,920,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3512,Big Bacon Classic Triple,8.39,"1,220","361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3513,Carolina Classic,5.09,540,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3514,Bacon Double Stack,3.89,440,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3515,Jr. Bacon Cheeseburger,2.99,370,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3516,Jr. Cheeseburger Deluxe,2.89,350,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3517,Jr. Cheeseburger,1.99,290,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3518,Double Stack™,2.99,410,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3519,Jr. Hamburger,1.69,250,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3520,French Fries,1.89-3.49,210-470,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3521,Baconator Fries,3.79,460,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3522,Chili Cheese Fries,3.79,520,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3523,Cheese Fries,3.29,470,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3524,Family Chili,11.99,"1,100","361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3525,Chili,2.79/3.49,240/340,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3526,Sour Cream and Chive Baked Potato,3.19,310,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3527,Plain Baked Potato,2.99,270,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3528,Bacon Cheese Baked Potato,4.59,440,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3529,Chili & Cheese Baked Potato,4.59,500,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3530,Cheese Baked Potato,3.99,450,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3531,Apple Bites,1.59,35,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3532,6 PC. Crispy Chicken Nuggets,3.60,270,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
3533,4 PC. Crispy Chicken Nuggets,3.00,180,"361 Johnnie Dodds Boulevard, Mount Pleasant, SC, 29464, US"
