,menu_item,menu_item_price,menu_item_calories,restaurant_address
2979,Double Cheeseburger,3.49,400,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2980,Cheeseburger,2.59,290,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2981,Rodeo Burger,2.59,340,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2982,Hamburger,1.99,250,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2983,Have-sies™,3.79,380,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2984,French Fries,3.79,370,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2985,Onion Rings,3.79,360,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2986,12 Pc. Chicken Fries,4.99,340,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2987,8 Pc. Chicken Fries,4.19,220,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2988,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2989,4 Pc. Chicken Fries,1.99,110,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2990,16 Pc. Chicken Nuggets,4.98,770,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2991,8 Pc. Chicken Nuggets,2.79,390,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2992,4 Pc. Chicken Nuggets,1.79,190,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2993,MOTTS Applesauce,1.69,50,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2994,Tacos,2.19,420,"6125 Commerce Boulevard, Rohnert Park, CA, 94928, US"
2995,Whopper,7.49,670,"1042 North Carpenter Road, Modesto, CA, 95351, US"
2996,Impossible™ Whopper,7.99,630,"1042 North Carpenter Road, Modesto, CA, 95351, US"
2997,Texas Double Whopper,9.89,"1,090","1042 North Carpenter Road, Modesto, CA, 95351, US"
2998,Double Whopper,8.49,920,"1042 North Carpenter Road, Modesto, CA, 95351, US"
2999,Triple Whopper ,9.49,"1,170","1042 North Carpenter Road, Modesto, CA, 95351, US"
3000,Bacon King,10.39,"1,200","1042 North Carpenter Road, Modesto, CA, 95351, US"
3001,BBQ Bacon Whopper Jr.,5.79,390,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3002,Whopper Jr.,4.19,330,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3003,Bacon Double Cheeseburger,4.59,440,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3004,Bacon Cheeseburger,3.59,340,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3005,Double Cheeseburger,3.79,400,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3006,Cheeseburger,3.29,290,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3007,Rodeo Burger,3.29,340,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3008,Hamburger,2.89,250,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3009,Have-sies™,4.39,380,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3010,French Fries,4.09,370,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3011,Onion Rings,4.09,360,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3012,12 Pc. Chicken Fries,5.79,340,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3013,8 Pc. Chicken Fries,4.99,220,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3014,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3015,4 Pc. Chicken Fries,4.09,110,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3016,16 Pc. Chicken Nuggets,5.99,770,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3017,8 Pc. Chicken Nuggets,2.99,390,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3018,4 Pc. Chicken Nuggets,1.99,190,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3019,MOTTS Applesauce,1.49,50,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3020,Tacos,1.99,420,"1042 North Carpenter Road, Modesto, CA, 95351, US"
3021,Whopper,7.49,670,"2320 McHenry Ave, Modesto, CA, 95350, US"
3022,Impossible™ Whopper,7.99,630,"2320 McHenry Ave, Modesto, CA, 95350, US"
3023,Texas Double Whopper,9.89,"1,090","2320 McHenry Ave, Modesto, CA, 95350, US"
3024,Double Whopper,8.49,920,"2320 McHenry Ave, Modesto, CA, 95350, US"
3025,Triple Whopper ,9.49,"1,170","2320 McHenry Ave, Modesto, CA, 95350, US"
3026,Bacon King,10.39,"1,200","2320 McHenry Ave, Modesto, CA, 95350, US"
3027,BBQ Bacon Whopper Jr.,5.79,390,"2320 McHenry Ave, Modesto, CA, 95350, US"
3028,Whopper Jr.,4.19,330,"2320 McHenry Ave, Modesto, CA, 95350, US"
3029,Bacon Double Cheeseburger,4.59,440,"2320 McHenry Ave, Modesto, CA, 95350, US"
3030,Bacon Cheeseburger,3.59,340,"2320 McHenry Ave, Modesto, CA, 95350, US"
3031,Double Cheeseburger,3.79,400,"2320 McHenry Ave, Modesto, CA, 95350, US"
3032,Cheeseburger,3.29,290,"2320 McHenry Ave, Modesto, CA, 95350, US"
3033,Rodeo Burger,3.29,340,"2320 McHenry Ave, Modesto, CA, 95350, US"
3034,Hamburger,2.89,250,"2320 McHenry Ave, Modesto, CA, 95350, US"
3035,Have-sies™,4.39,380,"2320 McHenry Ave, Modesto, CA, 95350, US"
3036,French Fries,4.09,370,"2320 McHenry Ave, Modesto, CA, 95350, US"
3037,Onion Rings,4.09,360,"2320 McHenry Ave, Modesto, CA, 95350, US"
3038,12 Pc. Chicken Fries,5.79,340,"2320 McHenry Ave, Modesto, CA, 95350, US"
3039,8 Pc. Chicken Fries,4.99,220,"2320 McHenry Ave, Modesto, CA, 95350, US"
3040,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"2320 McHenry Ave, Modesto, CA, 95350, US"
3041,4 Pc. Chicken Fries,4.09,110,"2320 McHenry Ave, Modesto, CA, 95350, US"
3042,16 Pc. Chicken Nuggets,5.99,770,"2320 McHenry Ave, Modesto, CA, 95350, US"
3043,8 Pc. Chicken Nuggets,2.99,390,"2320 McHenry Ave, Modesto, CA, 95350, US"
3044,4 Pc. Chicken Nuggets,1.99,190,"2320 McHenry Ave, Modesto, CA, 95350, US"
3045,MOTTS Applesauce,1.49,50,"2320 McHenry Ave, Modesto, CA, 95350, US"
3046,Tacos,1.99,420,"2320 McHenry Ave, Modesto, CA, 95350, US"
3047,Whopper,6.59,670,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3048,Impossible™ Whopper,7.59,630,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3049,Texas Double Whopper,8.79,"1,090","1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3050,Double Whopper,7.59,920,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3051,Triple Whopper ,8.59,"1,170","1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3052,Bacon King,8.79,"1,200","1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3053,BBQ Bacon Whopper Jr.,3.7,390,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3054,Whopper Jr.,2.5,330,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3055,Bacon Double Cheeseburger,4.29,440,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3056,Bacon Cheeseburger,2.99,340,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3057,Double Cheeseburger,3.29,400,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3058,Cheeseburger,2.29,290,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3059,Rodeo Burger,2.29,340,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3060,Hamburger,1.99,250,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3061,Have-sies™,3.49,380,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3062,French Fries,3.49,370,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3063,Onion Rings,3.49,360,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3064,12 Pc. Chicken Fries,3.99,340,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3065,8 Pc. Chicken Fries,2.5,220,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3066,8 Pc. Fiery Buffalo Nuggets	,2.89,510,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3067,4 Pc. Chicken Fries,1.99,110,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3068,16 Pc. Chicken Nuggets,5.79,770,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3069,8 Pc. Chicken Nuggets,2.89,390,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3070,4 Pc. Chicken Nuggets,2.39,190,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3071,Mozzarella Sticks,2.29,330,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3072,Tacos,1.99,420,"1009 N Ben Maddox Way, Visalia, CA, 93292, US"
3073,Royal Crispy Chicken,5.79,600,"500 South De Maree, Visalia, CA, 93277, US"
3074,Fiery Royal Crispy Chicken,6.19,760,"500 South De Maree, Visalia, CA, 93277, US"
3075,Bacon and Swiss Royal Crispy Chicken,7.19,740,"500 South De Maree, Visalia, CA, 93277, US"
3076,Original Chicken Sandwich,5.69,680,"500 South De Maree, Visalia, CA, 93277, US"
3077,8 Pc. Fiery Buffalo Nuggets,2.99,510,"500 South De Maree, Visalia, CA, 93277, US"
3078,16 Pc. Chicken Nuggets,4.98,770,"500 South De Maree, Visalia, CA, 93277, US"
3079,8 Pc. Chicken Nuggets,2.99,390,"500 South De Maree, Visalia, CA, 93277, US"
3080,4 Pc. Chicken Nuggets,1.29,190,"500 South De Maree, Visalia, CA, 93277, US"
3081,12 Pc. Chicken Fries,4.99,340,"500 South De Maree, Visalia, CA, 93277, US"
3082,8 Pc. Chicken Fries,4.29,220,"500 South De Maree, Visalia, CA, 93277, US"
3083,4 Pc. Chicken Fries,1.99,110,"500 South De Maree, Visalia, CA, 93277, US"
3084,Big Fish,6.49,570,"500 South De Maree, Visalia, CA, 93277, US"
3085,Chicken Jr.,2.59,440,"500 South De Maree, Visalia, CA, 93277, US"
3086,Fiery Buffalo Royal Crispy Wrap,2.99,360,"500 South De Maree, Visalia, CA, 93277, US"
3087,Royal Crispy Wrap,2.99,310,"500 South De Maree, Visalia, CA, 93277, US"
3088,Fiery Royal Crispy Wrap,2.99,390,"500 South De Maree, Visalia, CA, 93277, US"
3089,Honey Mustard Royal Crispy Wrap,2.99,290,"500 South De Maree, Visalia, CA, 93277, US"
3090,Whopper,7.19,670,"6603 Betty Dr, Visalia, CA, 93291, US"
3091,Impossible™ Whopper,8.19,630,"6603 Betty Dr, Visalia, CA, 93291, US"
3092,Texas Double Whopper,8.89,"1,090","6603 Betty Dr, Visalia, CA, 93291, US"
3093,Double Whopper,8.19,920,"6603 Betty Dr, Visalia, CA, 93291, US"
3094,Triple Whopper ,8.99,"1,170","6603 Betty Dr, Visalia, CA, 93291, US"
3095,Bacon King,8.79,"1,200","6603 Betty Dr, Visalia, CA, 93291, US"
3096,BBQ Bacon Whopper Jr.,3.89,390,"6603 Betty Dr, Visalia, CA, 93291, US"
3097,Whopper Jr.,3.89,330,"6603 Betty Dr, Visalia, CA, 93291, US"
3098,Bacon Double Cheeseburger,4.19,440,"6603 Betty Dr, Visalia, CA, 93291, US"
3099,Bacon Cheeseburger,3.29,340,"6603 Betty Dr, Visalia, CA, 93291, US"
3100,Double Cheeseburger,3.29,400,"6603 Betty Dr, Visalia, CA, 93291, US"
3101,Cheeseburger,2.49,290,"6603 Betty Dr, Visalia, CA, 93291, US"
3102,Rodeo Burger,2.49,340,"6603 Betty Dr, Visalia, CA, 93291, US"
3103,Hamburger,1.99,250,"6603 Betty Dr, Visalia, CA, 93291, US"
3104,Have-sies™,3.29,380,"6603 Betty Dr, Visalia, CA, 93291, US"
3105,French Fries,3.49,370,"6603 Betty Dr, Visalia, CA, 93291, US"
3106,Onion Rings,3.49,360,"6603 Betty Dr, Visalia, CA, 93291, US"
3107,12 Pc. Chicken Fries,4.99,340,"6603 Betty Dr, Visalia, CA, 93291, US"
3108,8 Pc. Chicken Fries,4.19,220,"6603 Betty Dr, Visalia, CA, 93291, US"
3109,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"6603 Betty Dr, Visalia, CA, 93291, US"
3110,4 Pc. Chicken Fries,1.99,110,"6603 Betty Dr, Visalia, CA, 93291, US"
3111,16 Pc. Chicken Nuggets,4.98,770,"6603 Betty Dr, Visalia, CA, 93291, US"
3112,8 Pc. Chicken Nuggets,2.79,390,"6603 Betty Dr, Visalia, CA, 93291, US"
3113,4 Pc. Chicken Nuggets,1.29,190,"6603 Betty Dr, Visalia, CA, 93291, US"
3114,MOTTS Applesauce,1.69,50,"6603 Betty Dr, Visalia, CA, 93291, US"
3115,Tacos,2.19,420,"6603 Betty Dr, Visalia, CA, 93291, US"
3116,Whopper,7.99,670,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3117,Impossible™ Whopper,8.49,630,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3118,Texas Double Whopper,10.29,"1,090","2500 S. Ventura Road, Oxnard, CA, 93033, US"
3119,Double Whopper,9.19,920,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3120,Triple Whopper ,10.19,"1,170","2500 S. Ventura Road, Oxnard, CA, 93033, US"
3121,Bacon King,9.49,"1,200","2500 S. Ventura Road, Oxnard, CA, 93033, US"
3122,BBQ Bacon Whopper Jr.,4.79,390,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3123,Whopper Jr.,4.59,330,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3124,Bacon Double Cheeseburger,4.39,440,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3125,Bacon Cheeseburger,3.19,340,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3126,Double Cheeseburger,3.59,400,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3127,Cheeseburger,2.69,290,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3128,Rodeo Burger,2.69,340,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3129,Hamburger,1.89,250,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3130,Have-sies™,3.79,380,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3131,French Fries,3.99,370,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3132,Onion Rings,3.99,360,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3133,12 Pc. Chicken Fries,5.39,340,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3134,8 Pc. Chicken Fries,4.89,220,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3135,8 Pc. Fiery Buffalo Nuggets	,3.49,510,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3136,4 Pc. Chicken Fries,2.19,110,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3137,16 Pc. Chicken Nuggets,4.98,770,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3138,8 Pc. Chicken Nuggets,2.99,390,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3139,4 Pc. Chicken Nuggets,1.49,190,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3140,MOTTS Applesauce,2.29,50,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3141,Tacos,3.49,420,"2500 S. Ventura Road, Oxnard, CA, 93033, US"
3142,Whopper Meals,12.39,"1,390","5950 Telegraph Road, Ventura, CA, 93003, US"
3143,Texas Double Whopper Meals,14.59,"1,810","5950 Telegraph Road, Ventura, CA, 93003, US"
3144,Double Whopper Meals,13.69,"1,640","5950 Telegraph Road, Ventura, CA, 93003, US"
3145,Impossible Whopper Meals,13.19,"1,350","5950 Telegraph Road, Ventura, CA, 93003, US"
3146,Bacon King Meals,13.99,"1,920","5950 Telegraph Road, Ventura, CA, 93003, US"
3147,Whopper Jr Meals,10.39,"1,050","5950 Telegraph Road, Ventura, CA, 93003, US"
3148,Royal Crispy Chicken Meals,11.89,"1,300","5950 Telegraph Road, Ventura, CA, 93003, US"
3149,Spicy Royal Crispy Chicken Meals,11.89,"1,460","5950 Telegraph Road, Ventura, CA, 93003, US"
3150,Bacon &amp; Swiss Royal Crispy Chicken Meals,12.59,"1,370","5950 Telegraph Road, Ventura, CA, 93003, US"
3151,Original Chicken Sandwich Meals,11.39,"1,380","5950 Telegraph Road, Ventura, CA, 93003, US"
3152,Big Fish Meals,10.99,"1,290","5950 Telegraph Road, Ventura, CA, 93003, US"
3153,Royal Crispy Chicken,6.99,600,"5950 Telegraph Road, Ventura, CA, 93003, US"
3154,Fiery Royal Crispy Chicken,6.99,760,"5950 Telegraph Road, Ventura, CA, 93003, US"
3155,Bacon and Swiss Royal Crispy Chicken,7.69,740,"5950 Telegraph Road, Ventura, CA, 93003, US"
3156,Original Chicken Sandwich,6.99,680,"5950 Telegraph Road, Ventura, CA, 93003, US"
3157,8 Pc. Fiery Buffalo Nuggets,3.49,510,"5950 Telegraph Road, Ventura, CA, 93003, US"
3158,16 Pc. Chicken Nuggets,4.98,770,"5950 Telegraph Road, Ventura, CA, 93003, US"
3159,8 Pc. Chicken Nuggets,2.99,390,"5950 Telegraph Road, Ventura, CA, 93003, US"
3160,4 Pc. Chicken Nuggets,1.49,190,"5950 Telegraph Road, Ventura, CA, 93003, US"
3161,12 Pc. Chicken Fries,5.39,340,"5950 Telegraph Road, Ventura, CA, 93003, US"
3162,8 Pc. Chicken Fries,4.89,220,"5950 Telegraph Road, Ventura, CA, 93003, US"
3163,4 Pc. Chicken Fries,2.19,110,"5950 Telegraph Road, Ventura, CA, 93003, US"
3164,Big Fish,4.19,570,"5950 Telegraph Road, Ventura, CA, 93003, US"
3165,Chicken Jr.,2.69,440,"5950 Telegraph Road, Ventura, CA, 93003, US"
3166,Fiery Buffalo Royal Crispy Wrap,3.49,360,"5950 Telegraph Road, Ventura, CA, 93003, US"
3167,Royal Crispy Wrap,3.49,310,"5950 Telegraph Road, Ventura, CA, 93003, US"
3168,Fiery Royal Crispy Wrap,3.49,390,"5950 Telegraph Road, Ventura, CA, 93003, US"
3169,Honey Mustard Royal Crispy Wrap,3.49,290,"5950 Telegraph Road, Ventura, CA, 93003, US"
3170,Tacos,3.49,420,"5950 Telegraph Road, Ventura, CA, 93003, US"
3171,Whopper Meals,12.39,"1,390","181 South Arniell Road, Camarillo, CA, 93010, US"
3172,Texas Double Whopper Meals,14.59,"1,810","181 South Arniell Road, Camarillo, CA, 93010, US"
3173,Double Whopper Meals,13.69,"1,640","181 South Arniell Road, Camarillo, CA, 93010, US"
3174,Impossible Whopper Meals,13.19,"1,350","181 South Arniell Road, Camarillo, CA, 93010, US"
3175,Bacon King Meals,13.99,"1,920","181 South Arniell Road, Camarillo, CA, 93010, US"
3176,Whopper Jr Meals,10.39,"1,050","181 South Arniell Road, Camarillo, CA, 93010, US"
3177,Royal Crispy Chicken Meals,11.89,"1,300","181 South Arniell Road, Camarillo, CA, 93010, US"
3178,Spicy Royal Crispy Chicken Meals,11.89,"1,460","181 South Arniell Road, Camarillo, CA, 93010, US"
3179,Bacon &amp; Swiss Royal Crispy Chicken Meals,12.59,"1,370","181 South Arniell Road, Camarillo, CA, 93010, US"
3180,Original Chicken Sandwich Meals,11.39,"1,380","181 South Arniell Road, Camarillo, CA, 93010, US"
3181,Big Fish Meals,10.99,"1,290","181 South Arniell Road, Camarillo, CA, 93010, US"
3182,Royal Crispy Chicken,6.99,600,"181 South Arniell Road, Camarillo, CA, 93010, US"
3183,Fiery Royal Crispy Chicken,6.99,760,"181 South Arniell Road, Camarillo, CA, 93010, US"
3184,Bacon and Swiss Royal Crispy Chicken,7.69,740,"181 South Arniell Road, Camarillo, CA, 93010, US"
3185,Original Chicken Sandwich,6.99,680,"181 South Arniell Road, Camarillo, CA, 93010, US"
3186,8 Pc. Fiery Buffalo Nuggets,3.49,510,"181 South Arniell Road, Camarillo, CA, 93010, US"
3187,16 Pc. Chicken Nuggets,4.98,770,"181 South Arniell Road, Camarillo, CA, 93010, US"
3188,8 Pc. Chicken Nuggets,2.99,390,"181 South Arniell Road, Camarillo, CA, 93010, US"
3189,4 Pc. Chicken Nuggets,1.49,190,"181 South Arniell Road, Camarillo, CA, 93010, US"
3190,12 Pc. Chicken Fries,5.39,340,"181 South Arniell Road, Camarillo, CA, 93010, US"
3191,8 Pc. Chicken Fries,4.89,220,"181 South Arniell Road, Camarillo, CA, 93010, US"
3192,4 Pc. Chicken Fries,2.19,110,"181 South Arniell Road, Camarillo, CA, 93010, US"
3193,Big Fish,4.19,570,"181 South Arniell Road, Camarillo, CA, 93010, US"
3194,Chicken Jr.,2.69,440,"181 South Arniell Road, Camarillo, CA, 93010, US"
3195,Fiery Buffalo Royal Crispy Wrap,3.49,360,"181 South Arniell Road, Camarillo, CA, 93010, US"
3196,Royal Crispy Wrap,3.49,310,"181 South Arniell Road, Camarillo, CA, 93010, US"
3197,Fiery Royal Crispy Wrap,3.49,390,"181 South Arniell Road, Camarillo, CA, 93010, US"
3198,Honey Mustard Royal Crispy Wrap,3.49,290,"181 South Arniell Road, Camarillo, CA, 93010, US"
3199,Tacos,3.49,420,"181 South Arniell Road, Camarillo, CA, 93010, US"
3200,Whopper Meals,13.49,"1,390","21 West Main Street, Ventura, CA, 93001, US"
3201,Texas Double Whopper Meals,16.19,"1,810","21 West Main Street, Ventura, CA, 93001, US"
3202,Double Whopper Meals,14.69,"1,640","21 West Main Street, Ventura, CA, 93001, US"
3203,Impossible Whopper Meals,14.49,"1,350","21 West Main Street, Ventura, CA, 93001, US"
3204,Bacon King Meals,14.79,"1,920","21 West Main Street, Ventura, CA, 93001, US"
3205,Whopper Jr Meals,9.19,"1,050","21 West Main Street, Ventura, CA, 93001, US"
3206,Royal Crispy Chicken Meals,10.79,"1,300","21 West Main Street, Ventura, CA, 93001, US"
3207,Spicy Royal Crispy Chicken Meals,11.29,"1,460","21 West Main Street, Ventura, CA, 93001, US"
3208,Bacon &amp; Swiss Royal Crispy Chicken Meals,12.29,"1,370","21 West Main Street, Ventura, CA, 93001, US"
3209,Original Chicken Sandwich Meals,10.69,"1,380","21 West Main Street, Ventura, CA, 93001, US"
3210,Big Fish Meals,12.69,"1,290","21 West Main Street, Ventura, CA, 93001, US"
3211,Royal Crispy Chicken,5.49,600,"21 West Main Street, Ventura, CA, 93001, US"
3212,Fiery Royal Crispy Chicken,5.99,760,"21 West Main Street, Ventura, CA, 93001, US"
3213,Bacon and Swiss Royal Crispy Chicken,6.69,740,"21 West Main Street, Ventura, CA, 93001, US"
3214,Original Chicken Sandwich,5.49,680,"21 West Main Street, Ventura, CA, 93001, US"
3215,8 Pc. Fiery Buffalo Nuggets,2.99,510,"21 West Main Street, Ventura, CA, 93001, US"
3216,16 Pc. Chicken Nuggets,4.98,770,"21 West Main Street, Ventura, CA, 93001, US"
3217,8 Pc. Chicken Nuggets,2.99,390,"21 West Main Street, Ventura, CA, 93001, US"
3218,4 Pc. Chicken Nuggets,1.79,190,"21 West Main Street, Ventura, CA, 93001, US"
3219,12 Pc. Chicken Fries,4.99,340,"21 West Main Street, Ventura, CA, 93001, US"
3220,8 Pc. Chicken Fries,4.29,220,"21 West Main Street, Ventura, CA, 93001, US"
3221,4 Pc. Chicken Fries,1.99,110,"21 West Main Street, Ventura, CA, 93001, US"
3222,Big Fish,7.19,570,"21 West Main Street, Ventura, CA, 93001, US"
3223,Chicken Jr.,2.69,440,"21 West Main Street, Ventura, CA, 93001, US"
3224,Fiery Buffalo Royal Crispy Wrap,3.49,360,"21 West Main Street, Ventura, CA, 93001, US"
3225,Royal Crispy Wrap,3.49,310,"21 West Main Street, Ventura, CA, 93001, US"
3226,Fiery Royal Crispy Wrap,3.49,390,"21 West Main Street, Ventura, CA, 93001, US"
3227,Honey Mustard Royal Crispy Wrap,3.49,290,"21 West Main Street, Ventura, CA, 93001, US"
3228,Tacos,3.09,420,"21 West Main Street, Ventura, CA, 93001, US"
0,Classic Melt,4.99,600,"6351 Hembree Lane, Windsor, CA, 95492, US"
1,Bacon Melt,5.49,650,"6351 Hembree Lane, Windsor, CA, 95492, US"
2,Philly Melt,5.49,590,"6351 Hembree Lane, Windsor, CA, 95492, US"
3,Whopper,7.29,670,"6351 Hembree Lane, Windsor, CA, 95492, US"
4,Impossible™ Whopper,8.19,630,"6351 Hembree Lane, Windsor, CA, 95492, US"
5,Texas Double Whopper,9.29,1090,"6351 Hembree Lane, Windsor, CA, 95492, US"
6,Double Whopper,8.29,920,"6351 Hembree Lane, Windsor, CA, 95492, US"
7,Triple Whopper,9.29,1170,"6351 Hembree Lane, Windsor, CA, 95492, US"
8,Bacon King,9.29,1200,"6351 Hembree Lane, Windsor, CA, 95492, US"
9,BBQ Bacon Whopper Jr.,4.49,390,"6351 Hembree Lane, Windsor, CA, 95492, US"
10,Whopper Jr.,4.09,330,"6351 Hembree Lane, Windsor, CA, 95492, US"
11,Bacon Double Cheeseburger,4.19,440,"6351 Hembree Lane, Windsor, CA, 95492, US"
12,Bacon Cheeseburger,3.69,340,"6351 Hembree Lane, Windsor, CA, 95492, US"
13,Double Cheeseburger,3.99,400,"6351 Hembree Lane, Windsor, CA, 95492, US"
14,Cheeseburger,3.29,290,"6351 Hembree Lane, Windsor, CA, 95492, US"
15,Rodeo Burger,3.29,340,"6351 Hembree Lane, Windsor, CA, 95492, US"
16,Hamburger,2.49,250,"6351 Hembree Lane, Windsor, CA, 95492, US"
17,Have-sies™,3.49,380,"6351 Hembree Lane, Windsor, CA, 95492, US"
18,French Fries,3.79,370,"6351 Hembree Lane, Windsor, CA, 95492, US"
19,Onion Rings,3.79,360,"6351 Hembree Lane, Windsor, CA, 95492, US"
20,12 Pc. Chicken Fries,5.49,340,"6351 Hembree Lane, Windsor, CA, 95492, US"
21,8 Pc. Chicken Fries,4.29,220,"6351 Hembree Lane, Windsor, CA, 95492, US"
22,12 Pc. Mozzarella Fries,5.99,730,"6351 Hembree Lane, Windsor, CA, 95492, US"
