,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,fries,cheeseburger,hamburger,combo,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
38,Wendy,"13211 hwy 90, boutte, la, 70039, us",4.361666666666666,3.69,2.0188975264292695,,30,,5.69,2.54,2.49,2.19,,la,70039,St. Charles,2024-05-14,0,1,1,0
39,Wendy,"1375 east main street, rock hill, sc, 29730, us",3.9266666666666663,3.19,2.0643777647406387,,30,,5.29,2.49,1.99,1.69,,sc,29730,York,2024-05-14,0,1,1,0
40,Wendy,"1400 nasa rd. 1, nassau bay, tx, 77058, us",4.333548387096775,3.59,1.992030166223032,,31,,5.69,2.54,2.49,2.19,,tx,77058,Harris,2024-05-14,0,1,1,0
41,Wendy,"14139 statesville rd, huntersville, nc, 28078, us",4.015806451612904,3.29,2.0591209746747454,,31,,5.49,2.49,1.99,1.69,,nc,28078,Mecklenburg,2024-05-14,0,1,1,0
42,Wendy,"1419 s 10th street, mcallen, tx, 78501, us",3.8641935483870964,2.99,2.1703229642130766,,31,,5.79,2.09,1.89,1.59,,tx,78501,Hidalgo,2024-05-14,0,1,1,0
43,Wendy,"1432 s peoria ave, tulsa, ok, 74120, us",4.385,3.49,2.2366772230252625,,30,,5.69,2.64,2.29,1.99,,ok,74120,Tulsa,2024-05-14,0,1,1,0
44,Wendy,"1450 kenneth road, york, pa, 17408, us",4.71258064516129,3.49,2.9797120100525145,,31,,5.79,2.64,2.49,1.99,,pa,17408,York,2024-05-14,0,1,1,0
45,Wendy,"1450 w. morris street, indianapolis, in, 46221, us",4.163333333333336,3.34,2.1654765962459366,,30,,5.39,2.59,1.99,1.79,,in,46221,Marion,2024-05-14,0,1,1,0
46,Wendy,"1465 woodbury ave, portsmouth, nh, 03801, us",5.261999999999998,3.89,2.9382334828941015,,25,,7.19,2.89,2.39,1.99,,nh,3801,Rockingham,2024-05-14,0,1,1,0
47,Wendy,"1503 w, league city, tx, 77573, us",4.5103125,3.69,2.1938073131758293,,32,,5.69,2.54,2.49,2.19,,tx,77573,Galveston,2024-05-14,0,1,1,0
48,Wendy,"1750 west main, league city, tx, 77573, us",4.5103125,3.69,2.1938073131758293,,32,,5.69,2.54,2.49,2.19,,tx,77573,Galveston,2024-05-14,0,1,1,0
49,Wendy,"2212 e main st, league city, tx, 77573, us",4.333548387096775,3.59,1.992030166223032,,31,,5.69,2.54,2.49,2.19,,tx,77573,Galveston,2024-05-14,0,1,1,0
50,Wendy,"2535 e., league city, tx, 77573, us",4.393225806451614,3.69,2.113471974671328,,31,,5.89,2.59,2.49,2.09,,tx,77573,Galveston,2024-05-14,0,1,1,0
51,Wendy,"2940 gulf freeway, league city, tx, 77573, us",4.5103125,3.69,2.1938073131758293,,32,,5.69,2.54,2.49,2.19,,tx,77573,Galveston,2024-05-14,0,1,1,0
52,Wendy,"1515 chestnut street, philadelphia, pa, 19102, us",4.468333333333335,3.54,2.292948732285327,,30,,6.49,2.79,2.29,1.79,,pa,19102,Philadelphia,2024-05-14,0,1,1,0
53,Wendy,"1581 fitzgerald drive, pinole, ca, 94564, us",5.051666666666664,3.9899999999999998,2.3387205666536754,,30,,6.59,3.4400000000000004,3.39,2.29,,ca,94564,Contra Costa,2024-05-14,0,1,1,0
54,Wendy,"1621 middle tennessee boulevard, murfreesboro, tn, 37130, us",4.4964516129032255,3.69,2.8958463561843937,,31,,5.89,2.34,1.99,1.59,,tn,37130,Rutherford,2024-05-14,0,1,1,0
55,Wendy,"1905 s church street, murfreesboro, tn, 37130, us",4.4964516129032255,3.69,2.8958463561843937,,31,,5.89,2.34,1.99,1.59,,tn,37130,Rutherford,2024-05-14,0,1,1,0
56,Wendy,"1705 w. 21st street north, wichita, ks, 67203, us",4.565806451612902,3.49,2.412897835081092,,31,,5.69,2.64,2.29,1.99,,ks,67203,Sedgwick,2024-05-14,0,1,1,0
57,Wendy,"1708 n broad st., philadelphia, pa, 19121, us",4.468333333333335,3.54,2.292948732285327,,30,,6.49,2.79,2.29,1.79,,pa,19121,Philadelphia,2024-05-14,0,1,1,0
58,Wendy,"1722 north main, pearland, tx, 77581, us",4.5103125,3.69,2.1938073131758293,,32,,5.69,2.54,2.49,2.19,,tx,77581,Brazoria,2024-05-14,0,1,1,0
59,Wendy,"1810, pearland, tx, 77581, us",4.5103125,3.69,2.1938073131758293,,32,,5.69,2.54,2.49,2.19,,tx,77581,Brazoria,2024-05-14,0,1,1,0
60,Wendy,"2406 s main st, pearland, tx, 77581, us",4.5103125,3.69,2.1938073131758293,,32,,5.69,2.54,2.49,2.19,,tx,77581,Brazoria,2024-05-14,0,1,1,0
61,Wendy,"2829 broadway st, pearland, tx, 77581, us",4.5103125,3.69,2.1938073131758293,,32,,5.69,2.54,2.49,2.19,,tx,77581,Brazoria,2024-05-14,0,1,1,0
62,Wendy,"3426 main st ste 102, pearland, tx, 77581, us",4.5103125,3.69,2.1938073131758293,,32,,5.69,2.54,2.49,2.19,,tx,77581,Brazoria,2024-05-14,0,1,1,0
63,Wendy,"1725 n. beltline road, irving, tx, 75061, us",4.497812499999998,3.715,2.59723739574259,,32,,5.79,2.49,2.29,1.79,,tx,75061,Dallas,2024-05-14,0,1,1,0
64,Wendy,"1726 bluff ridge drive, syracuse, ut, 84075, us",4.625000000000001,3.8150000000000004,2.2768820054334533,,30,,5.99,2.69,2.29,2.09,,ut,84075,Davis,2024-05-14,0,1,1,0
65,Wendy,"17560 rr -620, round rock, tx, 78681, us",4.4738709677419335,3.79,1.981868908492045,,31,,5.69,2.89,2.59,2.29,,tx,78681,Williamson,2024-05-14,0,1,1,0
66,Wendy,"1821 n pointe dr, durham, nc, 27705, us",5.049677419354839,3.99,2.997806169755743,,31,,5.39,2.84,2.59,2.19,,nc,27705,Durham,2024-05-14,0,1,1,0
67,Wendy,"1821 n pointe drive, durham, nc, 27705, us",5.049677419354839,3.99,2.997806169755743,,31,,5.39,2.84,2.59,2.19,,nc,27705,Durham,2024-05-14,0,1,1,0
68,Wendy,"3527 hillsborough rd., durham, nc, 27705, us",5.049677419354839,3.99,2.997806169755743,,31,,5.39,2.84,2.59,2.19,,nc,27705,Durham,2024-05-14,0,1,1,0
69,Wendy,"1844 165th st, hammond, in, 46320, us",4.292000000000001,3.59,2.3287971143918913,,25,,5.29,2.54,2.19,1.89,,in,46320,Lake,2024-05-14,0,1,1,0
70,Wendy,"1874 highway 101 south, greer, sc, 29651, us",4.537297297297296,3.69,2.255681893243418,,37,,5.69,2.44,1.89,1.39,,sc,29651,Greenville,2024-05-14,0,1,1,0
71,Wendy,"189 98th avenue, oakland, ca, 94603, us",4.711666666666668,3.8400000000000003,2.155368620187482,,30,,6.89,3.39,3.29,1.89,,ca,94603,Alameda,2024-05-14,0,1,1,0
72,Wendy,"1908 w. main street, norman, ok, 73069, us",5.098064516129031,3.89,3.091979655396532,,31,,5.69,2.64,2.69,2.29,,ok,73069,Cleveland,2024-05-14,0,1,1,0
73,Wendy,"1910 west braker lane, austin, tx, 78758, us",4.646249999999998,3.89,2.173985036172053,,32,,5.69,2.89,2.59,2.29,,tx,78758,Travis,2024-05-14,0,1,1,0
