,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,cheeseburger,fries,specialty_item,hamburger,combo,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
72,Burger King,"5701 christie avenue, emeryville, ca, 94608, us",5.232307692307694,4.24,2.6765610940049225,,26,,3.29,4.09,8.09,4.79,,ca,94608,Alameda,2024-05-15,0,1,1,0
73,Burger King,"575 north clovis avenue, fresno, ca, 93727, us",4.963076923076924,4.09,2.437299529003942,,26,,3.29,4.09,7.39,4.09,,ca,93727,Fresno,2024-05-15,0,1,1,0
74,Burger King,"5790 van buren boulevard, riverside, ca, 92503, us",4.797307692307693,3.79,2.6314277459676747,,26,,2.59,3.79,7.99,4.19,,ca,92503,Riverside,2024-05-15,0,1,1,0
75,Burger King,"580 hegenberger road, oakland, ca, 94621, us",4.781923076923078,3.99,2.657025548110822,,26,,2.59,4.59,7.89,3.99,,ca,94621,Alameda,2024-05-15,0,1,1,0
76,Burger King,"5869 antelope rd, sacramento, ca, 95621, us",4.549600000000001,3.79,2.338301058461036,,25,,2.59,3.79,6.99,3.99,,ca,95621,Sacramento,2024-05-15,0,1,1,0
77,Burger King,"599 broadway, chula vista, ca, 91910, us",4.828076923076923,3.89,2.620029388018928,,26,,2.89,3.89,7.99,4.19,,ca,91910,San Diego,2024-05-15,0,1,1,0
78,Burger King,"601 east dyer road, santa ana, ca, 92705, us",5.866923076923078,4.99,3.125491677296881,,26,,3.49,4.99,7.99,4.29,,ca,92705,Orange,2024-05-15,0,1,1,0
79,Burger King,"6603 betty dr, visalia, ca, 93291, us",4.351153846153846,3.49,2.393813062110607,,26,,2.49,3.49,7.19,3.89,,ca,93291,Tulare,2024-05-15,0,1,1,0
80,Burger King,"702 north wilson way, stockton, ca, 95205, us",4.3776,3.89,2.4271321018848564,,25,,2.59,3.89,7.39,3.99,,ca,95205,San Joaquin,2024-05-15,0,1,1,0
81,Burger King,"7218 stockton boulevard, sacramento, ca, 95823, us",4.6216,3.89,2.3703766451768797,,25,,2.79,3.89,6.99,4.19,,ca,95823,Sacramento,2024-05-15,0,1,1,0
82,Burger King,"741 stony point road, santa rosa, ca, 95407-6864, us",4.6775,3.79,2.6715027762166623,,24,,2.59,3.79,7.59,3.99,,ca,95407,Sonoma,2024-05-15,0,1,1,0
83,Burger King,"7760 sunrise blvd, citrus heights, ca, 95610, us",5.040000000000001,4.1899999999999995,2.5032670959859944,,26,,3.29,4.09,7.59,4.29,,ca,95610,Sacramento,2024-05-15,0,1,1,0
84,Burger King,"819 van ness avenue, san francisco, ca, 94109, us",4.9203846153846165,4.09,2.7738760451053808,,26,,2.79,4.59,7.99,4.19,,ca,94109,San Francisco,2024-05-15,0,1,1,0
85,Burger King,"8200 stockdale hwy, bakersfield, ca, 93309, us",8.234,8.99,3.8204795510511502,,25,,2.59,6.79,3.99,,,ca,93309,Kern,2024-05-15,0,1,1,0
86,Burger King,"844 willow avenue, hercules, ca, 94547, us",4.781923076923078,3.99,2.657025548110822,,26,,2.59,4.59,7.89,3.99,,ca,94547,Contra Costa,2024-05-15,0,1,1,0
87,Burger King,"849 university avenue, berkeley, ca, 94710, us",5.078461538461538,3.99,2.92316042390857,,26,,3.29,4.09,8.19,5.19,,ca,94710,Alameda,2024-05-15,0,1,1,0
88,Burger King,"865 west sepulveda boulevard, torrance, ca, 90502, us",4.529999999999999,3.57,2.588113360969873,,26,,2.37,3.57,6.9,3.07,,ca,90502,Los Angeles,2024-05-15,0,1,1,0
89,Burger King,"898 john daly boulevard, daly city, ca, 94015, us",4.858846153846153,4.09,2.607185819884782,,26,,2.89,4.59,7.89,4.19,,ca,94015,San Mateo,2024-05-15,0,1,1,0
90,Burger King,"9181 east stockton boulevard, elk grove, ca, 95624, us",4.2976,3.79,2.292986314830509,,25,,2.59,3.79,6.99,3.99,,ca,95624,Sacramento,2024-05-15,0,1,1,0
91,Burger King,"950 west a street, hayward, ca, 94541, us",4.781923076923078,3.99,2.657025548110822,,26,,2.59,4.59,7.89,3.99,,ca,94541,Alameda,2024-05-15,0,1,1,0
92,Burger King,"9760 sheep creek road, phelan, ca, 92371, us",4.797307692307693,3.79,2.6314277459676747,,26,,2.59,3.79,7.99,4.19,,ca,92371,San Bernardino,2024-05-15,0,1,1,0
