,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,combo,cheeseburger,hamburger,fries,restaurant_rating first,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
10,McDonald,"1003 village plains blvd, franklin, tn, 37064, us",4.7099200000000065,3.79,3.187461057581726,4.6,138,200+,6.29,10.29,2.49,2.29,3.49,,tn,37064,Williamson,2024-05-16,1,1,1,0
11,McDonald,"106 new hwy 96 w, franklin, tn, 37064, us",5.357570093457941,4.49,3.6465323025954324,4.7,130,1,5.79,10.18,2.69,2.29,3.79,,tn,37064,Williamson,2024-05-16,1,1,1,0
12,Sonic,"401 hillsboro road, franklin, tn, 37064, us",4.864736842105265,4.38,2.982876337788308,4.7,87,300+,8.16,0.0,4.26,,0.0,,tn,37064,Williamson,2024-05-16,1,1,1,0
13,McDonald,"10031 s memorial pky, huntsville, al, 35803, us",5.1945161290322615,4.79,3.2927327984514494,4.4,140,460+,6.29,11.19,2.69,2.29,3.79,,al,35803,Madison,2024-05-16,1,1,1,0
14,Burger King,"11925 south memorial parkway, huntsville, al, 35803, us",7.430263157894733,6.1899999999999995,6.092689098999203,4.2,76,140+,6.89,12.79,2.49,3.69,3.69,,al,35803,Madison,2024-05-16,1,1,1,0
15,Sonic,"11606 memorial pkwy sw, huntsville, al, 35803, us",4.611842105263158,3.95,2.913612204863991,4.2,88,89,7.55,0.0,3.89,,0.0,,al,35803,Madison,2024-05-16,1,1,1,0
16,McDonald,"1004 w sheridan, oklahoma city, ok, 73106, us",5.7268461538461555,4.41,4.610112302088728,4.5,148,1,6.81,11.49,2.49,2.39,3.79,,ok,73106,Oklahoma,2024-05-16,1,1,1,0
17,Sonic,"900 w. sheridan, oklahoma city, ok, 73106, us",4.672368421052632,4.01,2.959328190307749,4.4,86,390+,7.92,0.0,4.01,,0.0,,ok,73106,Oklahoma,2024-05-16,1,1,1,0
18,McDonald,"101 s 52nd st, philadelphia, pa, 19139, us",7.089760000000002,4.31,6.519961406511544,3.8,145,4,6.99,11.99,3.29,2.92,4.63,,pa,19139,Philadelphia,2024-05-16,1,1,1,0
19,McDonald,"5601 vine st, philadelphia, pa, 19139, us",5.751359223300973,4.29,3.7554312897361717,4.0,124,10,5.89,9.79,2.39,1.69,3.79,,pa,19139,Philadelphia,2024-05-16,1,1,1,0
20,McDonald,"1015 wellborn rd., college station, tx, 32827, us",5.349322033898307,4.095,4.009612122247044,4.5,141,390+,5.22,8.29,2.35,2.14,3.32,,tx,32827,Orange,2024-05-16,1,1,1,0
21,McDonald,"102 hwy 3 south, league city, tx, 77573, us",4.844108527131784,3.89,3.3873782165592763,4.7,143,360+,5.89,9.99,1.99,1.79,2.79,,tx,77573,Galveston,2024-05-16,1,1,1,0
22,McDonald,"113 n gulf fwy, league city, tx, 77573, us",4.990232558139536,3.79,3.7962399727115312,4.6,143,1,5.41,9.23,1.94,1.77,2.89,,tx,77573,Galveston,2024-05-16,1,1,1,0
23,McDonald,"1701 w fm 646, league city, tx, 77573, us",5.53601941747573,4.69,3.602710775466412,4.8,125,88,5.89,10.19,2.19,1.89,2.99,,tx,77573,Galveston,2024-05-16,1,1,1,0
24,McDonald,"2550 e, league city, tx, 77573, us",4.886585365853659,3.89,3.4733233843314357,4.6,137,700+,6.09,10.19,1.89,1.69,3.09,,tx,77573,Galveston,2024-05-16,1,1,1,0
25,Jack in the Box,"1503 w, league city, tx, 77573, us",7.617236842105266,6.88,3.6116831980190582,4.6,152,260+,5.84,11.41,3.76,3.37,4.28,,tx,77573,Galveston,2024-05-16,1,1,1,0
26,Jack in the Box,"1665 west fm 646 road, league city, tx, 77573, us",7.725584415584417,6.88,3.713351128901006,4.4,154,300+,5.84,11.41,3.76,3.37,4.28,,tx,77573,Galveston,2024-05-16,1,1,1,0
27,Jack in the Box,"1908 east main street, league city, tx, 77573, us",7.497328244274807,6.49,3.766397194077306,4.4,131,340+,5.84,11.41,3.76,3.37,4.28,,tx,77573,Galveston,2024-05-16,1,1,1,0
28,Wendy,"1750 west main, league city, tx, 77573, us",5.698490566037735,4.87,2.865926302378642,,86,320+,6.94,0.0,3.04,2.67,0.0,4.6,tx,77573,Galveston,2024-05-16,1,1,1,0
29,Wendy,"2535 e., league city, tx, 77573, us",5.66557692307692,5.050000000000001,2.87274889358978,,85,360+,7.19,0.0,3.04,2.55,0.0,4.6,tx,77573,Galveston,2024-05-16,1,1,1,0
30,Burger King,"3034 marina bay drive, league city, tx, 77573, us",7.08301075268817,5.99,5.597149578891608,4.7,93,430+,6.55,11.09,1.69,3.59,3.25,,tx,77573,Galveston,2024-05-16,1,1,1,0
31,Burger King,"4898 west main street, league city, tx, 77573, us",7.48638297872341,6.29,5.8378209012099616,4.6,94,480+,6.89,11.59,2.39,3.19,3.09,,tx,77573,Galveston,2024-05-16,1,1,1,0
32,McDonald,"102 n university, lubbock, tx, 79415, us",4.5305932203389805,3.21,3.916586911830267,4.5,130,1,5.61,9.28,1.79,1.39,2.99,,tx,79415,Lubbock,2024-05-16,1,1,1,0
33,Wendy,"212 university ave, lubbock, tx, 79415, us",5.7374,4.87,2.952617692827839,,85,190+,6.58,0.0,3.28,2.79,0.0,3.9,tx,79415,Lubbock,2024-05-16,1,1,1,0
34,Burger King,"1804 4th street, lubbock, tx, 79415, us",7.594625000000008,5.61,6.194817984362009,4.0,80,260+,7.74,12.74,2.36,3.74,3.49,,tx,79415,Lubbock,2024-05-16,1,1,1,0
35,McDonald,"105 s.w. 19th, moore, ok, 73160-6011, us",5.221935483870969,3.74,3.865592780444516,4.4,139,1,6.39,9.59,2.79,2.69,3.69,,ok,73160,Cleveland,2024-05-16,1,1,1,0
36,McDonald,"630 nw 12th st, moore, ok, 73160, us",5.2574193548387145,4.09,4.03391966409838,4.3,140,2,6.19,9.79,2.99,2.49,4.19,,ok,73160,Cleveland,2024-05-16,1,1,1,0
37,Jack in the Box,"690 sw 19th st, moore, ok, 73160, us",6.932751677852338,6.24,3.3235199782337226,4.4,298,320+,5.99,11.1,3.24,2.86,4.49,,ok,73160,Cleveland,2024-05-16,1,1,1,0
38,Burger King,"1301 north eastern, moore, ok, 73160, us",7.478205128205127,6.29,5.995680013953154,4.5,78,500+,6.89,11.79,2.69,3.39,3.69,,ok,73160,Cleveland,2024-05-16,1,1,1,0
39,Five Guys,"1301 north eastern, moore, ok, 73160, us",7.478205128205127,6.29,5.995680013953154,4.5,78,500+,2.69,,,,,,ok,73160,Cleveland,2024-05-16,1,1,1,0
40,McDonald,"106 louis henna blvd, round rock, tx, 78664, us",5.675271317829462,4.19,4.310114492898128,4.5,153,1,5.42,10.0,2.69,2.26,3.43,,tx,78664,Williamson,2024-05-16,1,1,1,0
41,McDonald,"1850 e palm valley, round rock, tx, 78664, us",4.9919424460431685,3.69,3.8311579250987897,4.3,153,2,5.49,10.19,2.29,2.09,3.19,,tx,78664,Williamson,2024-05-16,1,1,1,0
42,Jack in the Box,"1121 e palm valley blvd, round rock, tx, 78664, us",8.578311688311649,7.86,4.042064504840559,4.2,308,1,6.24,12.35,4.11,3.74,5.36,,tx,78664,Williamson,2024-05-16,1,1,1,0
43,Jack in the Box,"3760 gattis school rd, round rock, tx, 78664, us",8.494473684210485,7.800000000000001,4.005093104488738,4.3,304,250+,6.24,12.35,4.11,3.74,5.36,,tx,78664,Williamson,2024-05-16,1,1,1,0
44,Wendy,"4849 north ih-35, round rock, tx, 78664, us",5.804313725490195,4.87,2.726942017044261,,86,500+,6.94,0.0,3.16,2.79,0.0,4.3,tx,78664,Williamson,2024-05-16,1,1,1,0
45,Wendy,"607 louis henna blvd, round rock, tx, 78664, us",5.854150943396225,4.87,2.861296997083312,,88,2,6.94,0.0,3.16,2.79,0.0,4.3,tx,78664,Williamson,2024-05-16,1,1,1,0
46,McDonald,"106 se broad st, murfreesboro, tn, 37130, us",5.1810687022900765,3.89,3.963708313019493,4.2,145,700+,5.49,10.19,2.49,2.49,3.49,,tn,37130,Rutherford,2024-05-16,1,1,1,0
47,McDonald,"1436 n. rutherford blvd., murfreesboro, tn, 37130, us",5.423840000000003,4.09,4.220648440038567,4.3,139,2,6.19,10.79,2.19,2.19,3.49,,tn,37130,Rutherford,2024-05-16,1,1,1,0
48,McDonald,"1706 memorial blvd, murfreesboro, tn, 37130, us",5.200901639344262,3.89,4.04045606987878,4.4,136,1,5.59,10.19,2.29,2.59,3.19,,tn,37130,Rutherford,2024-05-16,1,1,1,0
49,Wendy,"1905 s church street, murfreesboro, tn, 37130, us",5.6069230769230805,4.5,3.3500278635245015,,88,900+,7.19,0.0,2.43,1.94,0.0,4.4,tn,37130,Rutherford,2024-05-16,1,1,1,0
50,Burger King,"1661 middle tennessee blvd, murfreesboro, tn, 37130, us",6.067108433734942,6.1,2.9520821853745836,4.6,83,400+,6.99,9.55,2.69,4.4,4.05,,tn,37130,Rutherford,2024-05-16,1,1,1,0
51,Sonic,"1650 middle tennessee blvd., murfreesboro, tn, 37130, us",4.780526315789473,3.77,2.924573695761325,4.4,88,500+,7.79,0.0,3.59,,0.0,,tn,37130,Rutherford,2024-05-16,1,1,1,0
52,McDonald,"1075 e gentile, layton, ut, 84041, us",5.6436206896551715,4.2,3.863211188080437,4.1,138,290+,6.24,10.82,2.85,2.55,3.99,,ut,84041,Davis,2024-05-16,1,1,1,0
53,McDonald,"1155 n hill field rd, layton, ut, 84041, us",5.805288461538462,4.3,4.047257370674893,4.2,126,900+,6.36,10.82,2.85,2.55,3.92,,ut,84041,Davis,2024-05-16,1,1,1,0
54,McDonald,"2080 n main st, layton, ut, 84041, us",5.610000000000003,4.3,3.855854024261067,4.0,139,700+,6.36,10.82,2.85,2.32,3.59,,ut,84041,Davis,2024-05-16,1,1,1,0
55,Wendy,"1105 n 400 west, layton, ut, 84041, us",5.770392156862744,4.75,2.939447034022018,,85,230+,6.94,0.0,2.67,2.31,0.0,4.3,ut,84041,Davis,2024-05-16,1,1,1,0
56,Burger King,"803 n. main, layton, ut, 84041, us",4.854385964912285,3.74,2.2394932208244813,4.3,95,140+,7.74,0.0,2.49,4.49,3.99,,ut,84041,Davis,2024-05-16,1,1,1,0
57,Sonic,"796 w antelope dr, layton, ut, 84041, us",4.874324324324325,4.43,2.857840368265766,4.3,86,600+,8.18,0.0,3.5,,0.0,,ut,84041,Davis,2024-05-16,1,1,1,0
58,The Habit,"508 antelope dr, layton, ut, 84041, us",10.354615384615387,7.835,9.672048240148689,4.5,78,500+,8.74,15.87,7.86,6.74,3.74,,ut,84041,Davis,2024-05-16,1,1,1,0
59,Five Guys,"2065 n. harris blvd., layton, ut, 84041, us",7.446551724137931,7.19,2.9371441393980784,4.6,29,700+,12.23,,10.19,8.99,7.19,,ut,84041,Davis,2024-05-16,1,1,1,0
60,McDonald,"108 village rd, leland, nc, 28451, us",6.418290598290603,4.69,5.618839234477443,4.3,139,500+,6.29,12.09,2.99,2.59,4.59,,nc,28451,Brunswick,2024-05-16,1,1,1,0
61,Wendy,"ocean highway east, leland, nc, 28451, us",5.381923076923077,4.62,3.1177155335163267,,86,100+,6.33,0.0,2.43,2.18,0.0,4.2,nc,28451,Brunswick,2024-05-16,1,1,1,0
62,Five Guys,"2028 olde regent way ste. 110, leland, nc, 28451, us",8.274285714285716,8.51,3.33102025186989,4.6,28,800+,13.31,,10.31,8.99,7.31,,nc,28451,Brunswick,2024-05-16,1,1,1,0
63,McDonald,"109 e rancier st, killeen, tx, 76541, us",6.1597841726618725,4.39,5.813737695887563,4.4,152,4,5.79,10.88,2.39,2.09,3.39,,tx,76541,Bell,2024-05-16,1,1,1,0
64,McDonald,"1105 s fort hood st, killeen, tx, 76541, us",6.123333333333336,4.29,5.7794924396974565,4.5,154,7,5.79,10.88,2.39,2.09,3.39,,tx,76541,Bell,2024-05-16,1,1,1,0
65,Jack in the Box,"1100 east central texas expy, killeen, tx, 76541, us",7.179078947368424,6.24,3.5592933130755267,4.1,152,1,6.24,11.85,3.11,2.74,4.11,,tx,76541,Bell,2024-05-16,1,1,1,0
66,Wendy,"2008 e central texas expy, killeen, tx, 76541, us",5.7394230769230745,4.99,2.939614321550951,,87,700+,6.7,0.0,2.92,2.67,0.0,4.0,tx,76541,Bell,2024-05-16,1,1,1,0
67,Burger King,"1029 s fort hood st, killeen, tx, 76541, us",7.7083333333333375,6.39,6.1059547263026825,4.3,78,450+,6.9,12.28,2.93,3.83,3.57,,tx,76541,Bell,2024-05-16,1,1,1,0
68,Burger King,"505 east rancier, killeen, tx, 76541, us",7.795875000000004,6.39,6.114065687770696,4.3,80,800+,7.16,12.53,2.93,3.83,3.83,,tx,76541,Bell,2024-05-16,1,1,1,0
69,McDonald,"110 jena marie way, austin, tx, 78717, us",5.44954545454546,3.99,4.328478958758924,4.5,157,110+,5.65,9.68,2.49,1.99,3.64,,tx,78717,Williamson,2024-05-16,1,1,1,0
70,McDonald,"1101 summit ave, greensboro, nc, 27405, us",5.4646666666666714,4.31,4.216020556559625,4.0,150,1,5.71,10.79,2.43,2.23,3.95,,nc,27405,Guilford,2024-05-16,1,1,1,0
71,McDonald,"2001 e cone blvd, greensboro, nc, 27405, us",5.126864406779662,3.74,4.101302335359006,4.3,133,1,5.49,10.09,2.69,2.39,3.79,,nc,27405,Guilford,2024-05-16,1,1,1,0
72,Wendy,"3103 sands drive, greensboro, nc, 27405, us",6.080961538461539,5.23,3.450047524541892,,88,600+,6.58,0.0,3.16,2.67,0.0,4.1,nc,27405,Guilford,2024-05-16,1,1,1,0
73,Burger King,"1201 summit ave ste b, greensboro, nc, 27405, us",6.030361445783133,6.1,2.9269073467304865,4.1,83,600+,6.99,9.55,2.69,4.4,3.79,,nc,27405,Guilford,2024-05-16,1,1,1,0
74,Sonic,"915 summit avenue, greensboro, nc, 27405, us",5.032368421052631,4.199999999999999,3.0309833684887493,4.2,88,900+,8.28,0.0,4.26,,0.0,,nc,27405,Guilford,2024-05-16,1,1,1,0
75,McDonald,"1102 regent st, madison, wi, 53715, us",6.0336363636363695,5.19,4.268046372136875,4.5,137,6,6.99,12.59,2.99,2.89,4.79,,wi,53715,Dane,2024-05-16,1,1,1,0
76,McDonald,"1107 shaver st, pasadena, tx, 77506, us",6.13531531531532,5.09,4.6264548371334735,4.3,124,150+,6.09,10.59,2.79,2.69,3.89,,tx,77506,Harris,2024-05-16,1,1,1,0
77,McDonald,"131, pasadena, tx, 77506, us",5.237238805970153,4.04,3.728676967510907,4.4,150,900+,5.69,10.09,2.19,1.79,3.89,,tx,77506,Harris,2024-05-16,1,1,1,0
78,Jack in the Box,"221 richey st, pasadena, tx, 77506, us",7.342727272727274,6.61,3.4814204954126926,4.5,154,310+,5.36,10.49,3.49,2.99,4.11,,tx,77506,Harris,2024-05-16,1,1,1,0
79,Jack in the Box,"903, pasadena, tx, 77506, us",7.397467532467522,6.67,3.5294667861307882,4.3,154,700+,5.41,10.57,3.39,2.89,4.15,,tx,77506,Harris,2024-05-16,1,1,1,0
80,McDonald,"11101 s sam, houston, tx, 77089, us",4.991940298507465,3.645,3.8155098791939692,4.4,157,1,5.1,9.69,2.01,1.49,2.99,,tx,77089,Harris,2024-05-16,1,1,1,0
81,Jack in the Box,"11080 scarsdale blvd, houston, tx, 77089, us",6.932142857142842,6.29,3.4556077076170664,4.2,154,450+,5.41,10.56,2.89,2.51,4.15,,tx,77089,Harris,2024-05-16,1,1,1,0
82,Jack in the Box,"11605 s sam, houston, tx, 77089, us",6.999379310344831,6.39,3.5675609789998384,4.5,145,1,5.49,10.73,2.93,2.55,4.21,,tx,77089,Harris,2024-05-16,1,1,1,0
83,Wendy,"11001a fuqua, houston, tx, 77089, us",7.450750000000001,6.09,6.1682375471037085,,80,700+,,3.09,,,,4.5,tx,77089,Harris,2024-05-16,1,1,1,0
84,Burger King,"10991 scarsdale boulevard, houston, tx, 77089, us",7.48638297872341,6.29,5.8378209012099616,4.5,94,390+,6.89,11.59,2.39,3.19,3.09,,tx,77089,Harris,2024-05-16,1,1,1,0
85,Burger King,"11001a fuqua, houston, tx, 77089, us",7.450750000000001,6.09,6.1682375471037085,4.5,80,700+,6.89,11.59,2.39,3.19,3.09,,tx,77089,Harris,2024-05-16,1,1,1,0
86,Five Guys,"11001a fuqua, houston, tx, 77089, us",7.450750000000001,6.09,6.1682375471037085,4.5,80,700+,2.39,,,,,,tx,77089,Harris,2024-05-16,1,1,1,0
87,McDonald,"1117 e 3rd st, chattanooga, tn, 37403, us",5.527777777777777,4.19,3.5636784817078624,4.1,130,2,6.11,10.55,2.51,2.15,3.35,,tn,37403,Hamilton,2024-05-16,1,1,1,0
88,McDonald,"1125 radisson st, green bay, wi, 54302, us",5.929999999999999,5.69,4.167355130114041,4.2,139,500+,6.29,10.99,2.79,2.69,4.49,,wi,54302,Brown,2024-05-16,1,1,1,0
89,McDonald,"1609 s main st, green bay, wi, 54302, us",6.178582677165349,5.63,4.981903902639331,4.4,146,800+,10.91,10.91,2.75,2.65,4.45,,wi,54302,Brown,2024-05-16,1,1,1,0
90,Wendy,"1100 radisson street, green bay, wi, 54302, us",5.976923076923077,4.93,3.4902113328463362,,85,800+,7.31,0.0,2.67,2.43,0.0,4.6,wi,54302,Brown,2024-05-16,1,1,1,0
91,Burger King,"2219 main street, green bay, wi, 54302, us",8.376489361702125,6.8149999999999995,6.084000592318647,4.1,94,260+,8.95,15.59,2.98,5.18,4.28,,wi,54302,Brown,2024-05-16,1,1,1,0
92,Burger King,"2328 university ave, green bay, wi, 54302, us",8.376489361702125,6.8149999999999995,6.084000592318647,3.8,94,180+,8.95,15.59,2.98,5.18,4.28,,wi,54302,Brown,2024-05-16,1,1,1,0
93,Hardee,"1593 e mason st, green bay, wi, 54302, us",9.869859154929587,9.61,5.017759865185829,4.6,72,170+,12.74,2.99,7.11,,7.61,,wi,54302,Brown,2024-05-16,1,1,1,0
94,McDonald,"113 nw 23rd st, oklahoma city, ok, 73103, us",5.859224806201553,4.39,4.666028241889814,4.4,146,1,6.69,11.49,2.89,2.39,3.69,,ok,73103,Oklahoma,2024-05-16,1,1,1,0
95,McDonald,"114 moorehead ave, west conshohocken, pa, 19428, us",6.634015151515162,4.19,5.504325001945576,4.3,155,460+,6.89,11.69,3.19,2.89,4.59,,pa,19428,Montgomery,2024-05-16,1,1,1,0
96,Wendy,"1013 ridge pike, conshohocken, pa, 19428, us",5.924313725490198,4.75,3.134705324301435,,85,700+,8.04,0.0,2.79,2.31,0.0,4.1,pa,19428,Montgomery,2024-05-16,1,1,1,0
97,Burger King,"409 west ridge pike, conshohocken, pa, 19428, us",7.750246913580251,6.39,6.102828523595955,4.4,81,380+,7.16,12.9,3.19,3.83,3.83,,pa,19428,Montgomery,2024-05-16,1,1,1,0
98,Five Guys,"200 west ridge pike, conshohocken, pa, 19428, us",8.385714285714286,8.870000000000001,3.415332475523773,4.6,28,1,13.67,,10.43,9.35,7.31,,pa,19428,Montgomery,2024-05-16,1,1,1,0
99,McDonald,"1142 culebra rd, san antonio, tx, 78201, us",5.998405797101449,4.34,5.043755393851873,4.3,155,1,6.09,10.39,3.01,2.39,3.89,,tx,78201,Bexar,2024-05-16,1,1,1,0
100,Burger King,"3400 fredricksburg, san antonio, tx, 78201, us",7.899620253164555,6.89,6.03102767300078,4.2,79,350+,7.69,12.59,2.79,3.59,3.59,,tx,78201,Bexar,2024-05-16,1,1,1,0
101,McDonald,"1150 e alameda, norman, ok, 73071, us",5.411391304347828,3.99,4.273566861118018,4.4,131,2,6.19,9.79,2.79,2.69,4.19,,ok,73071,Cleveland,2024-05-16,1,1,1,0
102,McDonald,"1551 ann branden blvd., norman, ok, 73071, us",5.227478991596641,3.89,4.091780491924809,4.1,134,1,5.89,9.99,2.69,2.39,3.99,,ok,73071,Cleveland,2024-05-16,1,1,1,0
103,Burger King,"191 north east twelfth street, norman, ok, 73071, us",7.478205128205127,6.29,5.995680013953154,4.4,78,1,6.89,11.79,2.69,3.39,3.69,,ok,73071,Cleveland,2024-05-16,1,1,1,0
104,McDonald,"1151 s. clearview pkwy, jefferson, la, 70121, us",5.543000000000002,3.55,4.254080707587322,4.2,136,500+,7.13,12.19,2.08,1.99,3.61,,la,70121,Jefferson,2024-05-16,1,1,1,0
105,Wendy,"1129 clearview pkwy, new orleans, la, 70121, us",5.726153846153845,4.87,2.8863346158740666,,85,300+,6.94,0.0,3.04,2.67,0.0,4.4,la,70121,Jefferson,2024-05-16,1,1,1,0
106,Wendy,"3705, jefferson, la, 70121, us",5.733018867924527,4.87,2.859403939011845,,85,370+,6.94,0.0,3.04,2.67,0.0,4.5,la,70121,Jefferson,2024-05-16,1,1,1,0
107,McDonald,"11600 w 95th st, overland park, ks, 66214, us",5.80516393442623,4.49,4.8751629201202755,4.5,143,400+,7.0,12.19,2.59,2.49,4.54,,ks,66214,Johnson,2024-05-16,1,1,1,0
108,McDonald,"11695 gulf fwy, houston, tx, 77034, us",4.925645161290321,3.79,3.848207844701863,4.3,137,800+,5.49,9.69,1.75,1.39,3.21,,tx,77034,Harris,2024-05-16,1,1,1,0
109,Jack in the Box,"11912 galveston rd, ste. a, houston, tx, 77034, us",7.409407894736847,6.61,3.5865265474728,4.6,152,100+,5.61,10.98,3.61,3.24,4.11,,tx,77034,Harris,2024-05-16,1,1,1,0
110,Wendy,"10235 almeda genoa road, south houston, tx, 77034, us",5.698490566037735,4.87,2.865926302378642,,86,410+,6.94,0.0,3.04,2.67,0.0,4.4,tx,77034,Harris,2024-05-16,1,1,1,0
111,Burger King,"1154 edgebrook drive, houston, tx, 77034, us",8.543999999999999,7.79,6.568355501950242,4.6,60,500+,8.03,13.07,3.59,4.19,3.59,,tx,77034,Harris,2024-05-16,1,1,1,0
112,McDonald,"117 america drive, brownsville, tx, 78526, us",5.606062992125986,4.68,3.3416576483164286,4.6,132,500+,5.51,8.3,3.24,3.44,3.89,,tx,78526,Cameron,2024-05-16,1,1,1,0
113,Jack in the Box,"4250 north expressway 77, brownsville, tx, 78526, us",7.072857142857147,6.24,3.452936355695866,4.5,161,370+,5.36,10.23,3.36,2.99,4.36,,tx,78526,Cameron,2024-05-16,1,1,1,0
114,McDonald,"11710 interstate 35 n, san antonio, tx, 78233, us",6.078461538461543,4.85,4.8498728709013905,4.4,144,1,5.55,10.55,2.8,2.45,3.8,,tx,78233,Bexar,2024-05-16,1,1,1,0
115,Jack in the Box,"11615 n. ih 35, san antonio, tx, 78233, us",7.811849315068496,7.425000000000001,3.734891757875651,4.0,146,600+,5.61,11.73,3.74,3.36,4.11,,tx,78233,Bexar,2024-05-16,1,1,1,0
116,Burger King,"8131 pat booker rd, live oak, tx, 78233, us",7.456875000000002,6.255000000000001,5.975102633794253,4.1,80,700+,7.84,12.26,2.05,4.29,3.43,,tx,78233,Bexar,2024-05-16,1,1,1,0
117,McDonald,"1179 battlefield pky, fort oglethorpe, ga, 30742, us",5.324285714285714,4.19,3.471429989279376,3.7,141,270+,6.11,10.55,2.51,2.15,3.35,,ga,30742,Catoosa,2024-05-16,1,1,1,0
118,McDonald,"1185 vista ave, boise, id, 83705-2430, us",5.176511627906979,3.99,4.677161341974107,4.7,135,1,6.19,10.69,2.39,2.29,3.89,,id,83705,Ada,2024-05-16,1,1,1,0
119,Jack in the Box,"1124 s vista ave, boise, id, 83705, us",7.673529411764707,6.86,3.7586328467390815,4.6,153,600+,6.86,12.49,4.36,3.74,4.11,,id,83705,Ada,2024-05-16,1,1,1,0
120,Jack in the Box,"1302 s orchard st, boise, id, 83705, us",7.673529411764707,6.86,3.7586328467390815,4.4,153,380+,6.86,12.49,4.36,3.74,4.11,,id,83705,Ada,2024-05-16,1,1,1,0
121,Burger King,"4800 overland road, boise, id, 83705, us",8.361282051282052,7.140000000000001,6.195090355288667,4.3,78,600+,7.59,13.19,2.99,4.29,4.29,,id,83705,Ada,2024-05-16,1,1,1,0
122,McDonald,"1201 broadway, nashville, tn, 37203-3117, us",4.857614678899089,3.79,3.401083718027568,4.2,123,9,6.29,10.49,2.49,2.29,3.49,,tn,37203,Davidson,2024-05-16,1,1,1,0
123,McDonald,"2700 west end ave, nashville, tn, 37203, us",4.716428571428577,3.79,3.196368590374532,4.5,140,2,6.29,10.49,2.49,2.29,3.49,,tn,37203,Davidson,2024-05-16,1,1,1,0
124,Wendy,"2603 west end ave, nashville, tn, 37203, us",5.610392156862747,4.87,2.9619217137476563,,87,1,7.31,0.0,2.79,2.06,0.0,4.1,tn,37203,Davidson,2024-05-16,1,1,1,0
125,Burger King,"1501 charlotte avenue, nashville, tn, 37203, us",6.067108433734942,6.1,2.9520821853745836,4.2,83,1,6.99,9.55,2.69,4.4,4.05,,tn,37203,Davidson,2024-05-16,1,1,1,0
126,Sonic,"1906 charlotte ave, nashville, tn, 37203, us",4.827777777777779,4.38,2.974048037338176,3.8999999999999995,84,1,7.8,0.0,3.89,,0.0,,tn,37203,Davidson,2024-05-16,1,1,1,0
127,Five Guys,"2018 west end ave, nashville, usa, nashville-davidson, tn, 37203, us",8.592758620689656,8.75,3.3029296259759793,4.7,29,4,13.79,,10.79,9.47,7.55,,tn,37203,Davidson,2024-05-16,1,1,1,0
128,McDonald,"1216 e 15th st s, tulsa, ok, 74120, us",5.170079999999997,3.59,3.844315803052605,4.4,146,1,5.89,10.19,1.99,1.89,3.49,,ok,74120,Tulsa,2024-05-16,1,1,1,0
